viewing_session_id,transaction_date,show_id,item_name,category,avg_episode_minutes
794,2025-06-02,S14,Parenting Unscripted,Reality TV,35
794,2025-06-02,S05,Office Antics,Sitcom,22
795,2025-02-05,S06,Space Frontier,Sci-Fi,55
795,2025-02-05,S07,Galactic Wars,Sci-Fi,60
795,2025-02-05,S08,Time Anomaly,Sci-Fi,48
796,2025-04-22,S01,Crime City,Crime Drama,45
796,2025-04-22,S13,True Crime Files,Documentary,50
797,2025-05-19,S07,Galactic Wars,Sci-Fi,60
798,2025-02-13,S11,Real Life Diaries,Reality TV,40
798,2025-02-13,S12,Love Island Nairobi,Reality TV,45
799,2025-03-06,S11,Real Life Diaries,Reality TV,40
799,2025-03-06,S12,Love Island Nairobi,Reality TV,45
799,2025-03-06,S02,The Detective,Crime Drama,50
800,2025-06-06,S13,True Crime Files,Documentary,50
800,2025-06-06,S11,Real Life Diaries,Reality TV,40
801,2025-05-08,S14,Parenting Unscripted,Reality TV,35
802,2025-01-15,S08,Time Anomaly,Sci-Fi,48
802,2025-01-15,S10,Little Explorers,Kids,18
802,2025-01-15,S12,Love Island Nairobi,Reality TV,45
802,2025-01-15,S04,Laugh Track,Sitcom,25
803,2025-05-10,S06,Space Frontier,Sci-Fi,55
803,2025-05-10,S07,Galactic Wars,Sci-Fi,60
803,2025-05-10,S03,Silent Witness Redux,Crime Drama,42
804,2025-01-18,S02,The Detective,Crime Drama,50
804,2025-01-18,S10,Little Explorers,Kids,18
804,2025-01-18,S09,Toon Town,Kids,20
804,2025-01-18,S06,Space Frontier,Sci-Fi,55
805,2025-01-06,S05,Office Antics,Sitcom,22
805,2025-01-06,S01,Crime City,Crime Drama,45
806,2025-05-30,S13,True Crime Files,Documentary,50
806,2025-05-30,S10,Little Explorers,Kids,18
806,2025-05-30,S01,Crime City,Crime Drama,45
806,2025-05-30,S15,Cooking Masters,Reality TV,38
807,2025-05-26,S11,Real Life Diaries,Reality TV,40
807,2025-05-26,S06,Space Frontier,Sci-Fi,55
807,2025-05-26,S03,Silent Witness Redux,Crime Drama,42
808,2025-02-09,S05,Office Antics,Sitcom,22
808,2025-02-09,S04,Laugh Track,Sitcom,25
808,2025-02-09,S09,Toon Town,Kids,20
809,2025-05-22,S01,Crime City,Crime Drama,45
809,2025-05-22,S13,True Crime Files,Documentary,50
810,2025-02-05,S09,Toon Town,Kids,20
810,2025-02-05,S14,Parenting Unscripted,Reality TV,35
811,2025-01-31,S09,Toon Town,Kids,20
811,2025-01-31,S08,Time Anomaly,Sci-Fi,48
811,2025-01-31,S10,Little Explorers,Kids,18
812,2025-03-21,S09,Toon Town,Kids,20
812,2025-03-21,S14,Parenting Unscripted,Reality TV,35
813,2025-05-12,S04,Laugh Track,Sitcom,25
814,2025-02-25,S06,Space Frontier,Sci-Fi,55
814,2025-02-25,S07,Galactic Wars,Sci-Fi,60
815,2025-05-18,S09,Toon Town,Kids,20
815,2025-05-18,S14,Parenting Unscripted,Reality TV,35
816,2025-03-26,S15,Cooking Masters,Reality TV,38
816,2025-03-26,S10,Little Explorers,Kids,18
816,2025-03-26,S09,Toon Town,Kids,20
817,2025-02-01,S01,Crime City,Crime Drama,45
817,2025-02-01,S02,The Detective,Crime Drama,50
817,2025-02-01,S03,Silent Witness Redux,Crime Drama,42
818,2025-05-16,S11,Real Life Diaries,Reality TV,40
819,2025-04-24,S09,Toon Town,Kids,20
819,2025-04-24,S14,Parenting Unscripted,Reality TV,35
819,2025-04-24,S03,Silent Witness Redux,Crime Drama,42
820,2025-01-31,S01,Crime City,Crime Drama,45
820,2025-01-31,S13,True Crime Files,Documentary,50
820,2025-01-31,S08,Time Anomaly,Sci-Fi,48
821,2025-04-18,S01,Crime City,Crime Drama,45
821,2025-04-18,S02,The Detective,Crime Drama,50
821,2025-04-18,S03,Silent Witness Redux,Crime Drama,42
822,2025-01-17,S09,Toon Town,Kids,20
822,2025-01-17,S10,Little Explorers,Kids,18
823,2025-01-21,S03,Silent Witness Redux,Crime Drama,42
823,2025-01-21,S07,Galactic Wars,Sci-Fi,60
823,2025-01-21,S02,The Detective,Crime Drama,50
824,2025-06-10,S10,Little Explorers,Kids,18
824,2025-06-10,S09,Toon Town,Kids,20
825,2025-01-14,S11,Real Life Diaries,Reality TV,40
825,2025-01-14,S12,Love Island Nairobi,Reality TV,45
825,2025-01-14,S15,Cooking Masters,Reality TV,38
826,2025-02-24,S01,Crime City,Crime Drama,45
826,2025-02-24,S04,Laugh Track,Sitcom,25
827,2025-01-10,S01,Crime City,Crime Drama,45
828,2025-04-06,S09,Toon Town,Kids,20
828,2025-04-06,S10,Little Explorers,Kids,18
829,2025-04-24,S06,Space Frontier,Sci-Fi,55
829,2025-04-24,S07,Galactic Wars,Sci-Fi,60
829,2025-04-24,S08,Time Anomaly,Sci-Fi,48
830,2025-01-30,S08,Time Anomaly,Sci-Fi,48
831,2025-02-18,S08,Time Anomaly,Sci-Fi,48
832,2025-05-31,S15,Cooking Masters,Reality TV,38
833,2025-04-27,S06,Space Frontier,Sci-Fi,55
833,2025-04-27,S07,Galactic Wars,Sci-Fi,60
833,2025-04-27,S08,Time Anomaly,Sci-Fi,48
834,2025-02-27,S11,Real Life Diaries,Reality TV,40
835,2025-04-20,S07,Galactic Wars,Sci-Fi,60
835,2025-04-20,S12,Love Island Nairobi,Reality TV,45
835,2025-04-20,S06,Space Frontier,Sci-Fi,55
835,2025-04-20,S10,Little Explorers,Kids,18
836,2025-05-13,S06,Space Frontier,Sci-Fi,55
836,2025-05-13,S07,Galactic Wars,Sci-Fi,60
837,2025-01-24,S09,Toon Town,Kids,20
838,2025-04-20,S04,Laugh Track,Sitcom,25
838,2025-04-20,S05,Office Antics,Sitcom,22
839,2025-01-02,S11,Real Life Diaries,Reality TV,40
839,2025-01-02,S12,Love Island Nairobi,Reality TV,45
840,2025-04-30,S10,Little Explorers,Kids,18
840,2025-04-30,S07,Galactic Wars,Sci-Fi,60
840,2025-04-30,S15,Cooking Masters,Reality TV,38
841,2025-06-22,S04,Laugh Track,Sitcom,25
841,2025-06-22,S05,Office Antics,Sitcom,22
842,2025-06-02,S09,Toon Town,Kids,20
842,2025-06-02,S10,Little Explorers,Kids,18
843,2025-01-04,S10,Little Explorers,Kids,18
844,2025-02-28,S06,Space Frontier,Sci-Fi,55
845,2025-05-19,S11,Real Life Diaries,Reality TV,40
845,2025-05-19,S01,Crime City,Crime Drama,45
845,2025-05-19,S03,Silent Witness Redux,Crime Drama,42
846,2025-03-14,S09,Toon Town,Kids,20
847,2025-06-17,S02,The Detective,Crime Drama,50
847,2025-06-17,S06,Space Frontier,Sci-Fi,55
847,2025-06-17,S03,Silent Witness Redux,Crime Drama,42
848,2025-02-04,S01,Crime City,Crime Drama,45
848,2025-02-04,S13,True Crime Files,Documentary,50
849,2025-03-13,S03,Silent Witness Redux,Crime Drama,42
849,2025-03-13,S14,Parenting Unscripted,Reality TV,35
849,2025-03-13,S04,Laugh Track,Sitcom,25
850,2025-04-07,S11,Real Life Diaries,Reality TV,40
850,2025-04-07,S12,Love Island Nairobi,Reality TV,45
850,2025-04-07,S15,Cooking Masters,Reality TV,38
851,2025-02-07,S01,Crime City,Crime Drama,45
851,2025-02-07,S13,True Crime Files,Documentary,50
852,2025-05-03,S01,Crime City,Crime Drama,45
852,2025-05-03,S02,The Detective,Crime Drama,50
853,2025-05-21,S02,The Detective,Crime Drama,50
853,2025-05-21,S06,Space Frontier,Sci-Fi,55
854,2025-04-19,S04,Laugh Track,Sitcom,25
854,2025-04-19,S05,Office Antics,Sitcom,22
855,2025-05-16,S11,Real Life Diaries,Reality TV,40
855,2025-05-16,S12,Love Island Nairobi,Reality TV,45
855,2025-05-16,S15,Cooking Masters,Reality TV,38
856,2025-02-27,S01,Crime City,Crime Drama,45
856,2025-02-27,S02,The Detective,Crime Drama,50
857,2025-03-24,S05,Office Antics,Sitcom,22
858,2025-01-11,S09,Toon Town,Kids,20
858,2025-01-11,S11,Real Life Diaries,Reality TV,40
858,2025-01-11,S13,True Crime Files,Documentary,50
858,2025-01-11,S01,Crime City,Crime Drama,45
859,2025-04-09,S01,Crime City,Crime Drama,45
859,2025-04-09,S02,The Detective,Crime Drama,50
860,2025-02-09,S01,Crime City,Crime Drama,45
860,2025-02-09,S02,The Detective,Crime Drama,50
860,2025-02-09,S03,Silent Witness Redux,Crime Drama,42
861,2025-03-31,S08,Time Anomaly,Sci-Fi,48
861,2025-03-31,S09,Toon Town,Kids,20
861,2025-03-31,S12,Love Island Nairobi,Reality TV,45
861,2025-03-31,S01,Crime City,Crime Drama,45
862,2025-04-02,S09,Toon Town,Kids,20
862,2025-04-02,S14,Parenting Unscripted,Reality TV,35
863,2025-02-18,S11,Real Life Diaries,Reality TV,40
863,2025-02-18,S13,True Crime Files,Documentary,50
863,2025-02-18,S04,Laugh Track,Sitcom,25
863,2025-02-18,S08,Time Anomaly,Sci-Fi,48
864,2025-01-20,S13,True Crime Files,Documentary,50
865,2025-06-03,S12,Love Island Nairobi,Reality TV,45
866,2025-01-23,S03,Silent Witness Redux,Crime Drama,42
866,2025-01-23,S15,Cooking Masters,Reality TV,38
867,2025-03-25,S11,Real Life Diaries,Reality TV,40
867,2025-03-25,S12,Love Island Nairobi,Reality TV,45
868,2025-01-15,S06,Space Frontier,Sci-Fi,55
868,2025-01-15,S10,Little Explorers,Kids,18
868,2025-01-15,S15,Cooking Masters,Reality TV,38
868,2025-01-15,S12,Love Island Nairobi,Reality TV,45
869,2025-02-03,S01,Crime City,Crime Drama,45
869,2025-02-03,S13,True Crime Files,Documentary,50
870,2025-02-16,S09,Toon Town,Kids,20
870,2025-02-16,S10,Little Explorers,Kids,18
871,2025-03-13,S10,Little Explorers,Kids,18
872,2025-01-23,S06,Space Frontier,Sci-Fi,55
872,2025-01-23,S07,Galactic Wars,Sci-Fi,60
873,2025-06-28,S11,Real Life Diaries,Reality TV,40
873,2025-06-28,S12,Love Island Nairobi,Reality TV,45
874,2025-05-05,S06,Space Frontier,Sci-Fi,55
874,2025-05-05,S08,Time Anomaly,Sci-Fi,48
875,2025-04-19,S15,Cooking Masters,Reality TV,38
876,2025-06-26,S11,Real Life Diaries,Reality TV,40
876,2025-06-26,S12,Love Island Nairobi,Reality TV,45
877,2025-01-13,S09,Toon Town,Kids,20
877,2025-01-13,S10,Little Explorers,Kids,18
878,2025-04-09,S05,Office Antics,Sitcom,22
879,2025-03-11,S09,Toon Town,Kids,20
879,2025-03-11,S10,Little Explorers,Kids,18
880,2025-03-16,S10,Little Explorers,Kids,18
880,2025-03-16,S11,Real Life Diaries,Reality TV,40
880,2025-03-16,S15,Cooking Masters,Reality TV,38
881,2025-05-14,S12,Love Island Nairobi,Reality TV,45
882,2025-02-01,S09,Toon Town,Kids,20
882,2025-02-01,S10,Little Explorers,Kids,18
883,2025-06-03,S08,Time Anomaly,Sci-Fi,48
883,2025-06-03,S05,Office Antics,Sitcom,22
883,2025-06-03,S04,Laugh Track,Sitcom,25
884,2025-06-18,S01,Crime City,Crime Drama,45
884,2025-06-18,S14,Parenting Unscripted,Reality TV,35
884,2025-06-18,S12,Love Island Nairobi,Reality TV,45
885,2025-06-21,S11,Real Life Diaries,Reality TV,40
885,2025-06-21,S12,Love Island Nairobi,Reality TV,45
886,2025-06-01,S01,Crime City,Crime Drama,45
886,2025-06-01,S13,True Crime Files,Documentary,50
886,2025-06-01,S10,Little Explorers,Kids,18
887,2025-06-11,S12,Love Island Nairobi,Reality TV,45
887,2025-06-11,S08,Time Anomaly,Sci-Fi,48
887,2025-06-11,S11,Real Life Diaries,Reality TV,40
887,2025-06-11,S06,Space Frontier,Sci-Fi,55
888,2025-03-03,S05,Office Antics,Sitcom,22
888,2025-03-03,S10,Little Explorers,Kids,18
888,2025-03-03,S06,Space Frontier,Sci-Fi,55
889,2025-04-11,S14,Parenting Unscripted,Reality TV,35
889,2025-04-11,S10,Little Explorers,Kids,18
889,2025-04-11,S06,Space Frontier,Sci-Fi,55
889,2025-04-11,S05,Office Antics,Sitcom,22
890,2025-01-28,S01,Crime City,Crime Drama,45
890,2025-01-28,S02,The Detective,Crime Drama,50
891,2025-05-20,S15,Cooking Masters,Reality TV,38
891,2025-05-20,S06,Space Frontier,Sci-Fi,55
891,2025-05-20,S01,Crime City,Crime Drama,45
891,2025-05-20,S07,Galactic Wars,Sci-Fi,60
892,2025-04-24,S06,Space Frontier,Sci-Fi,55
892,2025-04-24,S07,Galactic Wars,Sci-Fi,60
893,2025-01-06,S12,Love Island Nairobi,Reality TV,45
894,2025-03-20,S06,Space Frontier,Sci-Fi,55
894,2025-03-20,S07,Galactic Wars,Sci-Fi,60
895,2025-01-04,S03,Silent Witness Redux,Crime Drama,42
895,2025-01-04,S07,Galactic Wars,Sci-Fi,60
896,2025-02-09,S04,Laugh Track,Sitcom,25
896,2025-02-09,S05,Office Antics,Sitcom,22
897,2025-01-16,S04,Laugh Track,Sitcom,25
897,2025-01-16,S15,Cooking Masters,Reality TV,38
897,2025-01-16,S06,Space Frontier,Sci-Fi,55
897,2025-01-16,S07,Galactic Wars,Sci-Fi,60
898,2025-02-25,S09,Toon Town,Kids,20
898,2025-02-25,S10,Little Explorers,Kids,18
899,2025-02-04,S09,Toon Town,Kids,20
899,2025-02-04,S10,Little Explorers,Kids,18
900,2025-01-07,S01,Crime City,Crime Drama,45
900,2025-01-07,S13,True Crime Files,Documentary,50
900,2025-01-07,S08,Time Anomaly,Sci-Fi,48
901,2025-05-24,S15,Cooking Masters,Reality TV,38
901,2025-05-24,S09,Toon Town,Kids,20
902,2025-04-30,S03,Silent Witness Redux,Crime Drama,42
902,2025-04-30,S01,Crime City,Crime Drama,45
902,2025-04-30,S13,True Crime Files,Documentary,50
903,2025-05-28,S13,True Crime Files,Documentary,50
903,2025-05-28,S01,Crime City,Crime Drama,45
904,2025-06-10,S11,Real Life Diaries,Reality TV,40
904,2025-06-10,S12,Love Island Nairobi,Reality TV,45
904,2025-06-10,S15,Cooking Masters,Reality TV,38
904,2025-06-10,S01,Crime City,Crime Drama,45
905,2025-03-27,S09,Toon Town,Kids,20
906,2025-06-25,S01,Crime City,Crime Drama,45
907,2025-05-18,S02,The Detective,Crime Drama,50
907,2025-05-18,S06,Space Frontier,Sci-Fi,55
907,2025-05-18,S01,Crime City,Crime Drama,45
908,2025-02-12,S01,Crime City,Crime Drama,45
908,2025-02-12,S13,True Crime Files,Documentary,50
909,2025-05-19,S11,Real Life Diaries,Reality TV,40
909,2025-05-19,S12,Love Island Nairobi,Reality TV,45
910,2025-02-12,S11,Real Life Diaries,Reality TV,40
911,2025-01-15,S11,Real Life Diaries,Reality TV,40
911,2025-01-15,S12,Love Island Nairobi,Reality TV,45
911,2025-01-15,S15,Cooking Masters,Reality TV,38
912,2025-02-27,S11,Real Life Diaries,Reality TV,40
912,2025-02-27,S12,Love Island Nairobi,Reality TV,45
912,2025-02-27,S09,Toon Town,Kids,20
912,2025-02-27,S15,Cooking Masters,Reality TV,38
913,2025-05-09,S01,Crime City,Crime Drama,45
913,2025-05-09,S06,Space Frontier,Sci-Fi,55
913,2025-05-09,S04,Laugh Track,Sitcom,25
914,2025-03-16,S01,Crime City,Crime Drama,45
914,2025-03-16,S04,Laugh Track,Sitcom,25
915,2025-03-22,S09,Toon Town,Kids,20
915,2025-03-22,S14,Parenting Unscripted,Reality TV,35
916,2025-04-06,S08,Time Anomaly,Sci-Fi,48
917,2025-05-07,S04,Laugh Track,Sitcom,25
917,2025-05-07,S05,Office Antics,Sitcom,22
917,2025-05-07,S01,Crime City,Crime Drama,45
918,2025-06-21,S02,The Detective,Crime Drama,50
918,2025-06-21,S06,Space Frontier,Sci-Fi,55
919,2025-03-31,S11,Real Life Diaries,Reality TV,40
919,2025-03-31,S12,Love Island Nairobi,Reality TV,45
920,2025-05-17,S10,Little Explorers,Kids,18
921,2025-01-22,S11,Real Life Diaries,Reality TV,40
921,2025-01-22,S12,Love Island Nairobi,Reality TV,45
921,2025-01-22,S15,Cooking Masters,Reality TV,38
922,2025-01-20,S11,Real Life Diaries,Reality TV,40
922,2025-01-20,S09,Toon Town,Kids,20
922,2025-01-20,S13,True Crime Files,Documentary,50
922,2025-01-20,S06,Space Frontier,Sci-Fi,55
923,2025-06-04,S04,Laugh Track,Sitcom,25
923,2025-06-04,S05,Office Antics,Sitcom,22
923,2025-06-04,S14,Parenting Unscripted,Reality TV,35
924,2025-05-19,S01,Crime City,Crime Drama,45
924,2025-05-19,S02,The Detective,Crime Drama,50
925,2025-03-03,S13,True Crime Files,Documentary,50
925,2025-03-03,S01,Crime City,Crime Drama,45
926,2025-01-04,S04,Laugh Track,Sitcom,25
926,2025-01-04,S05,Office Antics,Sitcom,22
927,2025-06-25,S01,Crime City,Crime Drama,45
927,2025-06-25,S13,True Crime Files,Documentary,50
928,2025-01-06,S12,Love Island Nairobi,Reality TV,45
928,2025-01-06,S08,Time Anomaly,Sci-Fi,48
928,2025-01-06,S04,Laugh Track,Sitcom,25
928,2025-01-06,S14,Parenting Unscripted,Reality TV,35
929,2025-04-08,S06,Space Frontier,Sci-Fi,55
929,2025-04-08,S07,Galactic Wars,Sci-Fi,60
929,2025-04-08,S12,Love Island Nairobi,Reality TV,45
930,2025-03-01,S09,Toon Town,Kids,20
930,2025-03-01,S10,Little Explorers,Kids,18
931,2025-02-09,S01,Crime City,Crime Drama,45
931,2025-02-09,S13,True Crime Files,Documentary,50
932,2025-04-15,S04,Laugh Track,Sitcom,25
932,2025-04-15,S05,Office Antics,Sitcom,22
933,2025-05-17,S09,Toon Town,Kids,20
933,2025-05-17,S10,Little Explorers,Kids,18
934,2025-05-12,S11,Real Life Diaries,Reality TV,40
934,2025-05-12,S12,Love Island Nairobi,Reality TV,45
934,2025-05-12,S15,Cooking Masters,Reality TV,38
935,2025-06-12,S06,Space Frontier,Sci-Fi,55
935,2025-06-12,S07,Galactic Wars,Sci-Fi,60
936,2025-01-14,S04,Laugh Track,Sitcom,25
936,2025-01-14,S14,Parenting Unscripted,Reality TV,35
937,2025-06-04,S01,Crime City,Crime Drama,45
937,2025-06-04,S02,The Detective,Crime Drama,50
937,2025-06-04,S03,Silent Witness Redux,Crime Drama,42
938,2025-06-17,S09,Toon Town,Kids,20
939,2025-01-05,S07,Galactic Wars,Sci-Fi,60
940,2025-06-28,S01,Crime City,Crime Drama,45
940,2025-06-28,S13,True Crime Files,Documentary,50
941,2025-01-10,S04,Laugh Track,Sitcom,25
941,2025-01-10,S05,Office Antics,Sitcom,22
942,2025-02-22,S06,Space Frontier,Sci-Fi,55
942,2025-02-22,S07,Galactic Wars,Sci-Fi,60
943,2025-06-17,S05,Office Antics,Sitcom,22
943,2025-06-17,S11,Real Life Diaries,Reality TV,40
943,2025-06-17,S14,Parenting Unscripted,Reality TV,35
944,2025-04-06,S09,Toon Town,Kids,20
944,2025-04-06,S10,Little Explorers,Kids,18
945,2025-01-27,S05,Office Antics,Sitcom,22
945,2025-01-27,S02,The Detective,Crime Drama,50
945,2025-01-27,S13,True Crime Files,Documentary,50
946,2025-05-01,S06,Space Frontier,Sci-Fi,55
946,2025-05-01,S07,Galactic Wars,Sci-Fi,60
946,2025-05-01,S08,Time Anomaly,Sci-Fi,48
947,2025-03-05,S05,Office Antics,Sitcom,22
948,2025-01-02,S03,Silent Witness Redux,Crime Drama,42
948,2025-01-02,S09,Toon Town,Kids,20
948,2025-01-02,S07,Galactic Wars,Sci-Fi,60
948,2025-01-02,S04,Laugh Track,Sitcom,25
949,2025-05-25,S08,Time Anomaly,Sci-Fi,48
949,2025-05-25,S09,Toon Town,Kids,20
949,2025-05-25,S15,Cooking Masters,Reality TV,38
950,2025-02-07,S04,Laugh Track,Sitcom,25
950,2025-02-07,S05,Office Antics,Sitcom,22
951,2025-05-19,S04,Laugh Track,Sitcom,25
951,2025-05-19,S05,Office Antics,Sitcom,22
952,2025-05-24,S14,Parenting Unscripted,Reality TV,35
952,2025-05-24,S07,Galactic Wars,Sci-Fi,60
952,2025-05-24,S12,Love Island Nairobi,Reality TV,45
952,2025-05-24,S13,True Crime Files,Documentary,50
953,2025-06-11,S01,Crime City,Crime Drama,45
953,2025-06-11,S13,True Crime Files,Documentary,50
954,2025-02-23,S10,Little Explorers,Kids,18
955,2025-03-17,S06,Space Frontier,Sci-Fi,55
955,2025-03-17,S07,Galactic Wars,Sci-Fi,60
956,2025-04-22,S05,Office Antics,Sitcom,22
957,2025-06-21,S01,Crime City,Crime Drama,45
957,2025-06-21,S13,True Crime Files,Documentary,50
957,2025-06-21,S03,Silent Witness Redux,Crime Drama,42
958,2025-05-16,S15,Cooking Masters,Reality TV,38
958,2025-05-16,S04,Laugh Track,Sitcom,25
958,2025-05-16,S08,Time Anomaly,Sci-Fi,48
959,2025-06-05,S09,Toon Town,Kids,20
959,2025-06-05,S14,Parenting Unscripted,Reality TV,35
960,2025-01-01,S06,Space Frontier,Sci-Fi,55
960,2025-01-01,S07,Galactic Wars,Sci-Fi,60
961,2025-03-14,S11,Real Life Diaries,Reality TV,40
961,2025-03-14,S03,Silent Witness Redux,Crime Drama,42
961,2025-03-14,S10,Little Explorers,Kids,18
962,2025-05-23,S06,Space Frontier,Sci-Fi,55
962,2025-05-23,S07,Galactic Wars,Sci-Fi,60
962,2025-05-23,S08,Time Anomaly,Sci-Fi,48
963,2025-06-02,S01,Crime City,Crime Drama,45
963,2025-06-02,S02,The Detective,Crime Drama,50
964,2025-02-15,S04,Laugh Track,Sitcom,25
964,2025-02-15,S05,Office Antics,Sitcom,22
965,2025-05-15,S09,Toon Town,Kids,20
965,2025-05-15,S14,Parenting Unscripted,Reality TV,35
965,2025-05-15,S10,Little Explorers,Kids,18
966,2025-06-21,S11,Real Life Diaries,Reality TV,40
966,2025-06-21,S04,Laugh Track,Sitcom,25
967,2025-01-18,S04,Laugh Track,Sitcom,25
968,2025-03-28,S06,Space Frontier,Sci-Fi,55
969,2025-01-05,S05,Office Antics,Sitcom,22
969,2025-01-05,S09,Toon Town,Kids,20
969,2025-01-05,S11,Real Life Diaries,Reality TV,40
969,2025-01-05,S14,Parenting Unscripted,Reality TV,35
970,2025-05-10,S04,Laugh Track,Sitcom,25
970,2025-05-10,S05,Office Antics,Sitcom,22
971,2025-01-12,S01,Crime City,Crime Drama,45
971,2025-01-12,S13,True Crime Files,Documentary,50
972,2025-05-16,S06,Space Frontier,Sci-Fi,55
972,2025-05-16,S07,Galactic Wars,Sci-Fi,60
973,2025-05-24,S06,Space Frontier,Sci-Fi,55
973,2025-05-24,S07,Galactic Wars,Sci-Fi,60
974,2025-01-15,S04,Laugh Track,Sitcom,25
975,2025-05-28,S01,Crime City,Crime Drama,45
975,2025-05-28,S02,The Detective,Crime Drama,50
975,2025-05-28,S05,Office Antics,Sitcom,22
976,2025-03-20,S01,Crime City,Crime Drama,45
976,2025-03-20,S02,The Detective,Crime Drama,50
977,2025-04-01,S09,Toon Town,Kids,20
977,2025-04-01,S10,Little Explorers,Kids,18
978,2025-05-18,S12,Love Island Nairobi,Reality TV,45
979,2025-05-19,S09,Toon Town,Kids,20
980,2025-04-01,S02,The Detective,Crime Drama,50
980,2025-04-01,S06,Space Frontier,Sci-Fi,55
981,2025-01-08,S14,Parenting Unscripted,Reality TV,35
982,2025-04-17,S09,Toon Town,Kids,20
982,2025-04-17,S14,Parenting Unscripted,Reality TV,35
983,2025-04-20,S01,Crime City,Crime Drama,45
983,2025-04-20,S13,True Crime Files,Documentary,50
983,2025-04-20,S03,Silent Witness Redux,Crime Drama,42
984,2025-02-04,S13,True Crime Files,Documentary,50
984,2025-02-04,S06,Space Frontier,Sci-Fi,55
984,2025-02-04,S02,The Detective,Crime Drama,50
984,2025-02-04,S09,Toon Town,Kids,20
985,2025-06-26,S04,Laugh Track,Sitcom,25
985,2025-06-26,S05,Office Antics,Sitcom,22
985,2025-06-26,S10,Little Explorers,Kids,18
986,2025-02-18,S15,Cooking Masters,Reality TV,38
986,2025-02-18,S12,Love Island Nairobi,Reality TV,45
987,2025-03-08,S01,Crime City,Crime Drama,45
987,2025-03-08,S02,The Detective,Crime Drama,50
987,2025-03-08,S03,Silent Witness Redux,Crime Drama,42
988,2025-05-24,S09,Toon Town,Kids,20
988,2025-05-24,S10,Little Explorers,Kids,18
989,2025-04-17,S01,Crime City,Crime Drama,45
989,2025-04-17,S02,The Detective,Crime Drama,50
990,2025-03-19,S11,Real Life Diaries,Reality TV,40
990,2025-03-19,S03,Silent Witness Redux,Crime Drama,42
990,2025-03-19,S06,Space Frontier,Sci-Fi,55
990,2025-03-19,S12,Love Island Nairobi,Reality TV,45
991,2025-01-03,S10,Little Explorers,Kids,18
991,2025-01-03,S02,The Detective,Crime Drama,50
992,2025-01-28,S13,True Crime Files,Documentary,50
992,2025-01-28,S07,Galactic Wars,Sci-Fi,60
992,2025-01-28,S01,Crime City,Crime Drama,45
992,2025-01-28,S11,Real Life Diaries,Reality TV,40
993,2025-06-25,S08,Time Anomaly,Sci-Fi,48
993,2025-06-25,S04,Laugh Track,Sitcom,25
993,2025-06-25,S06,Space Frontier,Sci-Fi,55
994,2025-01-03,S14,Parenting Unscripted,Reality TV,35
994,2025-01-03,S01,Crime City,Crime Drama,45
994,2025-01-03,S06,Space Frontier,Sci-Fi,55
994,2025-01-03,S11,Real Life Diaries,Reality TV,40
995,2025-06-05,S15,Cooking Masters,Reality TV,38
996,2025-03-06,S04,Laugh Track,Sitcom,25
996,2025-03-06,S05,Office Antics,Sitcom,22
997,2025-06-20,S11,Real Life Diaries,Reality TV,40
997,2025-06-20,S12,Love Island Nairobi,Reality TV,45
998,2025-02-17,S10,Little Explorers,Kids,18
998,2025-02-17,S15,Cooking Masters,Reality TV,38
998,2025-02-17,S05,Office Antics,Sitcom,22
998,2025-02-17,S13,True Crime Files,Documentary,50
999,2025-05-19,S09,Toon Town,Kids,20
999,2025-05-19,S14,Parenting Unscripted,Reality TV,35
1000,2025-04-19,S09,Toon Town,Kids,20
1000,2025-04-19,S10,Little Explorers,Kids,18
1001,2025-02-13,S04,Laugh Track,Sitcom,25
1001,2025-02-13,S05,Office Antics,Sitcom,22
1002,2025-06-25,S11,Real Life Diaries,Reality TV,40
1002,2025-06-25,S13,True Crime Files,Documentary,50
1003,2025-04-22,S04,Laugh Track,Sitcom,25
1003,2025-04-22,S05,Office Antics,Sitcom,22
1004,2025-01-14,S01,Crime City,Crime Drama,45
1004,2025-01-14,S13,True Crime Files,Documentary,50
1005,2025-04-15,S07,Galactic Wars,Sci-Fi,60
1005,2025-04-15,S10,Little Explorers,Kids,18
1006,2025-06-18,S02,The Detective,Crime Drama,50
1006,2025-06-18,S10,Little Explorers,Kids,18
1006,2025-06-18,S05,Office Antics,Sitcom,22
1006,2025-06-18,S12,Love Island Nairobi,Reality TV,45
1007,2025-02-14,S04,Laugh Track,Sitcom,25
1007,2025-02-14,S05,Office Antics,Sitcom,22
1007,2025-02-14,S14,Parenting Unscripted,Reality TV,35
1008,2025-05-29,S01,Crime City,Crime Drama,45
1009,2025-04-26,S12,Love Island Nairobi,Reality TV,45
1009,2025-04-26,S11,Real Life Diaries,Reality TV,40
1009,2025-04-26,S06,Space Frontier,Sci-Fi,55
1010,2025-06-26,S01,Crime City,Crime Drama,45
1010,2025-06-26,S13,True Crime Files,Documentary,50
1011,2025-06-03,S01,Crime City,Crime Drama,45
1011,2025-06-03,S02,The Detective,Crime Drama,50
1012,2025-06-03,S09,Toon Town,Kids,20
1012,2025-06-03,S14,Parenting Unscripted,Reality TV,35
1013,2025-01-14,S01,Crime City,Crime Drama,45
1013,2025-01-14,S02,The Detective,Crime Drama,50
1014,2025-06-06,S09,Toon Town,Kids,20
1014,2025-06-06,S14,Parenting Unscripted,Reality TV,35
