order_id,order_date,customer_id,sku,product_name,category,quantity,unit_price_kes
1147,2025-03-22,785,F06,Resistance Bands Set,Fitness,1,1500
1148,2025-05-13,540,E09,USB-C Cable,Electronics,1,450
1149,2025-01-03,14,E01,Phone Case,Electronics,2,800
1150,2025-04-02,1240,E03,Wireless Earphones,Electronics,1,3500
1151,2025-03-23,1305,E07,Smartwatch,Electronics,2,6500
1151,2025-03-23,1305,E08,Smartwatch Replacement Band,Electronics,1,900
1152,2025-02-26,607,E10,Laptop Sleeve,Electronics,1,1800
1153,2025-05-09,1020,F01,Running Shoes,Fitness,1,7500
1153,2025-05-09,1020,F02,Running Socks (3-Pack),Fitness,1,950
1153,2025-05-09,1020,F03,Sports Water Bottle,Fitness,1,700
1154,2025-04-25,898,H03,Electric Kettle,Home & Kitchen,1,3200
1154,2025-04-25,898,H06,Tea Infuser,Home & Kitchen,1,450
1155,2025-06-12,692,O01,Laptop Bag,Office,1,3200
1155,2025-06-12,692,O02,Wireless Mouse,Office,1,1400
1155,2025-06-12,692,O03,Laptop Stand,Office,1,2100
1155,2025-06-12,692,O04,Mechanical Keyboard,Office,1,5200
1156,2025-06-26,1236,E07,Smartwatch,Electronics,1,6500
1156,2025-06-26,1236,E08,Smartwatch Replacement Band,Electronics,1,900
1157,2025-04-05,1097,E02,Screen Protector,Electronics,1,350
1158,2025-05-09,541,F05,Yoga Mat,Fitness,1,2200
1159,2025-02-02,1635,F01,Running Shoes,Fitness,1,7500
1159,2025-02-02,1635,F02,Running Socks (3-Pack),Fitness,1,950
1159,2025-02-02,1635,F03,Sports Water Bottle,Fitness,1,700
1160,2025-03-12,729,E02,Screen Protector,Electronics,1,350
1161,2025-01-03,90,H01,Coffee Maker,Home & Kitchen,1,5500
1161,2025-01-03,90,H02,Coffee Pods (Pack of 20),Home & Kitchen,1,1200
1162,2025-04-29,246,H07,Milk Frother,Home & Kitchen,1,1100
1163,2025-01-17,314,P03,Camera Bag,Photography,1,3800
1163,2025-01-17,314,H02,Coffee Pods (Pack of 20),Home & Kitchen,1,1200
1163,2025-01-17,314,E08,Smartwatch Replacement Band,Electronics,1,900
1163,2025-01-17,314,F01,Running Shoes,Fitness,2,7500
1164,2025-03-06,1711,E04,Fast Phone Charger,Electronics,1,1200
1164,2025-03-06,1711,E05,Power Bank 10000mAh,Electronics,1,2800
1165,2025-01-07,1633,H07,Milk Frother,Home & Kitchen,1,1100
1165,2025-01-07,1633,E07,Smartwatch,Electronics,1,6500
1166,2025-06-24,660,F03,Sports Water Bottle,Fitness,1,700
1166,2025-06-24,660,E05,Power Bank 10000mAh,Electronics,1,2800
1166,2025-06-24,660,E06,Bluetooth Speaker,Electronics,1,4200
1167,2025-06-23,840,P05,Extra Camera Battery,Photography,1,2600
1167,2025-06-23,840,O04,Mechanical Keyboard,Office,1,5200
1167,2025-06-23,840,E04,Fast Phone Charger,Electronics,1,1200
1168,2025-06-15,1676,F07,Gym Bag,Fitness,1,2600
1169,2025-01-10,840,E04,Fast Phone Charger,Electronics,1,1200
1170,2025-03-31,894,E10,Laptop Sleeve,Electronics,1,1800
1170,2025-03-31,894,E07,Smartwatch,Electronics,1,6500
1171,2025-04-02,517,E04,Fast Phone Charger,Electronics,1,1200
1171,2025-04-02,517,E05,Power Bank 10000mAh,Electronics,1,2800
1172,2025-03-14,942,E01,Phone Case,Electronics,1,800
1172,2025-03-14,942,E02,Screen Protector,Electronics,1,350
1172,2025-03-14,942,E04,Fast Phone Charger,Electronics,1,1200
1173,2025-06-28,142,E04,Fast Phone Charger,Electronics,1,1200
1174,2025-02-16,245,E06,Bluetooth Speaker,Electronics,1,4200
1175,2025-03-12,871,O01,Laptop Bag,Office,2,3200
1175,2025-03-12,871,O02,Wireless Mouse,Office,2,1400
1175,2025-03-12,871,O03,Laptop Stand,Office,2,2100
1175,2025-03-12,871,P05,Extra Camera Battery,Photography,1,2600
1176,2025-02-06,1557,H01,Coffee Maker,Home & Kitchen,1,5500
1176,2025-02-06,1557,H02,Coffee Pods (Pack of 20),Home & Kitchen,1,1200
1177,2025-03-09,270,F06,Resistance Bands Set,Fitness,1,1500
1178,2025-05-25,702,P04,Tripod,Photography,1,3200
1178,2025-05-25,702,P02,Memory Card 128GB,Photography,1,2200
1178,2025-05-25,702,E06,Bluetooth Speaker,Electronics,2,4200
1179,2025-05-30,926,P02,Memory Card 128GB,Photography,1,2200
1179,2025-05-30,926,E02,Screen Protector,Electronics,1,350
1179,2025-05-30,926,E01,Phone Case,Electronics,1,800
1179,2025-05-30,926,P04,Tripod,Photography,2,3200
1180,2025-06-02,1128,E04,Fast Phone Charger,Electronics,1,1200
1180,2025-06-02,1128,E05,Power Bank 10000mAh,Electronics,1,2800
1181,2025-06-11,835,E01,Phone Case,Electronics,1,800
1181,2025-06-11,835,E02,Screen Protector,Electronics,1,350
1182,2025-02-20,812,E05,Power Bank 10000mAh,Electronics,1,2800
1183,2025-01-19,879,E01,Phone Case,Electronics,1,800
1184,2025-02-02,194,O06,Notebook & Pen Set,Office,1,600
1185,2025-04-25,1371,E01,Phone Case,Electronics,1,800
1185,2025-04-25,1371,E02,Screen Protector,Electronics,1,350
1185,2025-04-25,1371,E04,Fast Phone Charger,Electronics,1,1200
1186,2025-05-29,1437,F05,Yoga Mat,Fitness,1,2200
1186,2025-05-29,1437,E06,Bluetooth Speaker,Electronics,1,4200
1186,2025-05-29,1437,E03,Wireless Earphones,Electronics,1,3500
1187,2025-04-06,757,E07,Smartwatch,Electronics,1,6500
1187,2025-04-06,757,E08,Smartwatch Replacement Band,Electronics,1,900
1187,2025-04-06,757,E04,Fast Phone Charger,Electronics,1,1200
1188,2025-03-23,275,P05,Extra Camera Battery,Photography,1,2600
1189,2025-06-23,1318,O03,Laptop Stand,Office,1,2100
1190,2025-06-19,1552,H03,Electric Kettle,Home & Kitchen,1,3200
1190,2025-06-19,1552,E07,Smartwatch,Electronics,1,6500
1190,2025-06-19,1552,F07,Gym Bag,Fitness,1,2600
1190,2025-06-19,1552,E04,Fast Phone Charger,Electronics,1,1200
1191,2025-02-28,1362,P01,Digital Camera,Photography,1,45000
1191,2025-02-28,1362,P02,Memory Card 128GB,Photography,1,2200
1191,2025-02-28,1362,P03,Camera Bag,Photography,1,3800
1191,2025-02-28,1362,O04,Mechanical Keyboard,Office,1,5200
1192,2025-01-28,1381,E07,Smartwatch,Electronics,1,6500
1192,2025-01-28,1381,E08,Smartwatch Replacement Band,Electronics,1,900
1193,2025-01-20,856,E01,Phone Case,Electronics,2,800
1193,2025-01-20,856,E02,Screen Protector,Electronics,1,350
1193,2025-01-20,856,E04,Fast Phone Charger,Electronics,2,1200
1194,2025-06-14,347,E01,Phone Case,Electronics,1,800
1194,2025-06-14,347,E02,Screen Protector,Electronics,1,350
1194,2025-06-14,347,E04,Fast Phone Charger,Electronics,1,1200
1195,2025-03-03,1632,O01,Laptop Bag,Office,1,3200
1195,2025-03-03,1632,O02,Wireless Mouse,Office,1,1400
1195,2025-03-03,1632,O03,Laptop Stand,Office,2,2100
1196,2025-03-07,548,E01,Phone Case,Electronics,1,800
1196,2025-03-07,548,E02,Screen Protector,Electronics,1,350
1197,2025-02-01,710,O02,Wireless Mouse,Office,1,1400
1198,2025-01-13,785,H03,Electric Kettle,Home & Kitchen,1,3200
1198,2025-01-13,785,H06,Tea Infuser,Home & Kitchen,1,450
1199,2025-06-18,808,F02,Running Socks (3-Pack),Fitness,1,950
1200,2025-04-06,685,E07,Smartwatch,Electronics,1,6500
1200,2025-04-06,685,E08,Smartwatch Replacement Band,Electronics,1,900
1201,2025-05-18,671,O03,Laptop Stand,Office,2,2100
1201,2025-05-18,671,H02,Coffee Pods (Pack of 20),Home & Kitchen,1,1200
1202,2025-04-14,1326,H04,Blender,Home & Kitchen,1,4800
1202,2025-04-14,1326,P03,Camera Bag,Photography,1,3800
1202,2025-04-14,1326,F02,Running Socks (3-Pack),Fitness,1,950
1202,2025-04-14,1326,H02,Coffee Pods (Pack of 20),Home & Kitchen,1,1200
1203,2025-02-24,1002,H01,Coffee Maker,Home & Kitchen,1,5500
1203,2025-02-24,1002,H02,Coffee Pods (Pack of 20),Home & Kitchen,1,1200
1203,2025-02-24,1002,F04,Fitness Tracker,Fitness,1,4500
1204,2025-05-24,27,H03,Electric Kettle,Home & Kitchen,1,3200
1204,2025-05-24,27,H06,Tea Infuser,Home & Kitchen,1,450
1204,2025-05-24,27,E02,Screen Protector,Electronics,1,350
1205,2025-02-13,114,H04,Blender,Home & Kitchen,1,4800
1206,2025-03-04,1596,P01,Digital Camera,Photography,1,45000
1206,2025-03-04,1596,P02,Memory Card 128GB,Photography,1,2200
1206,2025-03-04,1596,P03,Camera Bag,Photography,2,3800
1206,2025-03-04,1596,P04,Tripod,Photography,1,3200
1207,2025-04-30,793,H04,Blender,Home & Kitchen,1,4800
1208,2025-01-20,1019,F01,Running Shoes,Fitness,1,7500
1209,2025-02-06,1391,E02,Screen Protector,Electronics,2,350
1209,2025-02-06,1391,O02,Wireless Mouse,Office,1,1400
1209,2025-02-06,1391,F03,Sports Water Bottle,Fitness,1,700
1210,2025-05-21,796,E10,Laptop Sleeve,Electronics,1,1800
1211,2025-02-24,1176,E01,Phone Case,Electronics,1,800
1211,2025-02-24,1176,E02,Screen Protector,Electronics,1,350
1212,2025-02-05,732,O01,Laptop Bag,Office,1,3200
1212,2025-02-05,732,O02,Wireless Mouse,Office,2,1400
1212,2025-02-05,732,O03,Laptop Stand,Office,2,2100
1213,2025-05-26,1675,F07,Gym Bag,Fitness,1,2600
1213,2025-05-26,1675,F05,Yoga Mat,Fitness,1,2200
1214,2025-05-25,105,P01,Digital Camera,Photography,1,45000
1215,2025-01-21,347,O01,Laptop Bag,Office,2,3200
1215,2025-01-21,347,O02,Wireless Mouse,Office,1,1400
1215,2025-01-21,347,O03,Laptop Stand,Office,1,2100
1216,2025-06-24,1352,E07,Smartwatch,Electronics,1,6500
1216,2025-06-24,1352,E08,Smartwatch Replacement Band,Electronics,1,900
1216,2025-06-24,1352,F07,Gym Bag,Fitness,1,2600
1217,2025-03-08,123,E07,Smartwatch,Electronics,1,6500
1218,2025-05-07,39,F07,Gym Bag,Fitness,1,2600
1218,2025-05-07,39,F05,Yoga Mat,Fitness,1,2200
1219,2025-05-23,625,E01,Phone Case,Electronics,1,800
1220,2025-03-14,594,E04,Fast Phone Charger,Electronics,1,1200
1220,2025-03-14,594,P05,Extra Camera Battery,Photography,1,2600
1220,2025-03-14,594,F03,Sports Water Bottle,Fitness,1,700
1221,2025-05-19,574,F07,Gym Bag,Fitness,1,2600
1221,2025-05-19,574,F05,Yoga Mat,Fitness,1,2200
1222,2025-02-15,573,E07,Smartwatch,Electronics,1,6500
1222,2025-02-15,573,O04,Mechanical Keyboard,Office,2,5200
1222,2025-02-15,573,E02,Screen Protector,Electronics,2,350
1222,2025-02-15,573,E03,Wireless Earphones,Electronics,1,3500
1223,2025-02-24,942,O05,Desk Lamp,Office,1,1800
1223,2025-02-24,942,F01,Running Shoes,Fitness,1,7500
1224,2025-01-16,755,E09,USB-C Cable,Electronics,1,450
1225,2025-01-07,149,E06,Bluetooth Speaker,Electronics,1,4200
1226,2025-04-04,866,F07,Gym Bag,Fitness,1,2600
1227,2025-02-14,1721,H03,Electric Kettle,Home & Kitchen,1,3200
1227,2025-02-14,1721,H06,Tea Infuser,Home & Kitchen,1,450
1227,2025-02-14,1721,H07,Milk Frother,Home & Kitchen,1,1100
1228,2025-06-20,339,E02,Screen Protector,Electronics,1,350
1228,2025-06-20,339,E07,Smartwatch,Electronics,1,6500
1228,2025-06-20,339,F05,Yoga Mat,Fitness,1,2200
1229,2025-05-12,1155,E01,Phone Case,Electronics,1,800
1230,2025-03-16,839,P01,Digital Camera,Photography,1,45000
1230,2025-03-16,839,P02,Memory Card 128GB,Photography,1,2200
1230,2025-03-16,839,P03,Camera Bag,Photography,1,3800
1231,2025-05-08,1525,O06,Notebook & Pen Set,Office,1,600
1232,2025-02-11,820,O02,Wireless Mouse,Office,1,1400
1232,2025-02-11,820,E06,Bluetooth Speaker,Electronics,1,4200
1233,2025-06-20,125,H07,Milk Frother,Home & Kitchen,1,1100
1234,2025-02-15,1200,F01,Running Shoes,Fitness,1,7500
1235,2025-04-17,424,E03,Wireless Earphones,Electronics,1,3500
1235,2025-04-17,424,H05,Travel Mug,Home & Kitchen,1,900
1235,2025-04-17,424,E05,Power Bank 10000mAh,Electronics,1,2800
1236,2025-01-29,929,E01,Phone Case,Electronics,2,800
1236,2025-01-29,929,E02,Screen Protector,Electronics,1,350
1236,2025-01-29,929,E04,Fast Phone Charger,Electronics,2,1200
1236,2025-01-29,929,O02,Wireless Mouse,Office,1,1400
1237,2025-02-23,432,E06,Bluetooth Speaker,Electronics,1,4200
1237,2025-02-23,432,O02,Wireless Mouse,Office,2,1400
1238,2025-06-11,1714,P04,Tripod,Photography,1,3200
1238,2025-06-11,1714,E08,Smartwatch Replacement Band,Electronics,1,900
1239,2025-06-10,1283,O05,Desk Lamp,Office,1,1800
1239,2025-06-10,1283,E09,USB-C Cable,Electronics,1,450
1239,2025-06-10,1283,O06,Notebook & Pen Set,Office,1,600
1239,2025-06-10,1283,H06,Tea Infuser,Home & Kitchen,1,450
1240,2025-01-26,370,E06,Bluetooth Speaker,Electronics,2,4200
1241,2025-01-19,417,P05,Extra Camera Battery,Photography,2,2600
1241,2025-01-19,417,H04,Blender,Home & Kitchen,1,4800
1242,2025-03-19,535,E01,Phone Case,Electronics,1,800
1243,2025-03-10,1458,O03,Laptop Stand,Office,1,2100
1243,2025-03-10,1458,E03,Wireless Earphones,Electronics,1,3500
1244,2025-06-25,1215,E03,Wireless Earphones,Electronics,1,3500
1245,2025-03-13,125,P01,Digital Camera,Photography,1,45000
1245,2025-03-13,125,P02,Memory Card 128GB,Photography,1,2200
1245,2025-03-13,125,P03,Camera Bag,Photography,1,3800
1245,2025-03-13,125,P04,Tripod,Photography,1,3200
1246,2025-06-05,547,O04,Mechanical Keyboard,Office,1,5200
1246,2025-06-05,547,H02,Coffee Pods (Pack of 20),Home & Kitchen,1,1200
1246,2025-06-05,547,P02,Memory Card 128GB,Photography,1,2200
1246,2025-06-05,547,F05,Yoga Mat,Fitness,1,2200
1247,2025-04-07,56,O02,Wireless Mouse,Office,1,1400
1247,2025-04-07,56,E10,Laptop Sleeve,Electronics,1,1800
1247,2025-04-07,56,F03,Sports Water Bottle,Fitness,1,700
1248,2025-01-28,1685,E05,Power Bank 10000mAh,Electronics,1,2800
1249,2025-02-09,1320,P02,Memory Card 128GB,Photography,1,2200
1249,2025-02-09,1320,F06,Resistance Bands Set,Fitness,1,1500
1249,2025-02-09,1320,E07,Smartwatch,Electronics,1,6500
1249,2025-02-09,1320,E05,Power Bank 10000mAh,Electronics,2,2800
1250,2025-03-07,888,E06,Bluetooth Speaker,Electronics,1,4200
1250,2025-03-07,888,F07,Gym Bag,Fitness,1,2600
1250,2025-03-07,888,E03,Wireless Earphones,Electronics,1,3500
1251,2025-04-28,1,O01,Laptop Bag,Office,1,3200
1251,2025-04-28,1,F02,Running Socks (3-Pack),Fitness,1,950
1252,2025-03-14,721,H07,Milk Frother,Home & Kitchen,1,1100
1253,2025-05-18,1671,E04,Fast Phone Charger,Electronics,1,1200
1253,2025-05-18,1671,E05,Power Bank 10000mAh,Electronics,1,2800
1254,2025-04-30,1747,O03,Laptop Stand,Office,1,2100
1254,2025-04-30,1747,H04,Blender,Home & Kitchen,1,4800
1254,2025-04-30,1747,P02,Memory Card 128GB,Photography,1,2200
1254,2025-04-30,1747,E01,Phone Case,Electronics,1,800
1255,2025-03-01,1309,O01,Laptop Bag,Office,1,3200
1255,2025-03-01,1309,H04,Blender,Home & Kitchen,1,4800
1256,2025-01-01,234,P02,Memory Card 128GB,Photography,1,2200
1256,2025-01-01,234,O05,Desk Lamp,Office,1,1800
1256,2025-01-01,234,H06,Tea Infuser,Home & Kitchen,1,450
1256,2025-01-01,234,H02,Coffee Pods (Pack of 20),Home & Kitchen,1,1200
1257,2025-02-01,1037,F06,Resistance Bands Set,Fitness,2,1500
1258,2025-06-05,119,H01,Coffee Maker,Home & Kitchen,1,5500
1258,2025-06-05,119,H02,Coffee Pods (Pack of 20),Home & Kitchen,1,1200
1259,2025-03-25,1215,F07,Gym Bag,Fitness,1,2600
1260,2025-04-26,27,F03,Sports Water Bottle,Fitness,1,700
1261,2025-01-21,1016,E01,Phone Case,Electronics,1,800
1261,2025-01-21,1016,E02,Screen Protector,Electronics,1,350
1262,2025-03-30,427,E07,Smartwatch,Electronics,1,6500
1262,2025-03-30,427,E08,Smartwatch Replacement Band,Electronics,1,900
1263,2025-06-27,996,F07,Gym Bag,Fitness,1,2600
1263,2025-06-27,996,F05,Yoga Mat,Fitness,1,2200
1263,2025-06-27,996,F06,Resistance Bands Set,Fitness,1,1500
1264,2025-04-17,166,O04,Mechanical Keyboard,Office,1,5200
1264,2025-04-17,166,P01,Digital Camera,Photography,1,45000
1265,2025-05-27,741,H04,Blender,Home & Kitchen,1,4800
1265,2025-05-27,741,F05,Yoga Mat,Fitness,1,2200
1265,2025-05-27,741,O01,Laptop Bag,Office,1,3200
1266,2025-05-25,405,H04,Blender,Home & Kitchen,1,4800
1267,2025-01-15,1640,E04,Fast Phone Charger,Electronics,1,1200
1267,2025-01-15,1640,P05,Extra Camera Battery,Photography,1,2600
1267,2025-01-15,1640,O04,Mechanical Keyboard,Office,1,5200
1267,2025-01-15,1640,F01,Running Shoes,Fitness,1,7500
1268,2025-03-29,1347,O01,Laptop Bag,Office,1,3200
1268,2025-03-29,1347,E09,USB-C Cable,Electronics,1,450
1268,2025-03-29,1347,O04,Mechanical Keyboard,Office,1,5200
1269,2025-04-13,266,H01,Coffee Maker,Home & Kitchen,2,5500
1269,2025-04-13,266,H02,Coffee Pods (Pack of 20),Home & Kitchen,1,1200
1270,2025-05-11,1385,E04,Fast Phone Charger,Electronics,1,1200
1270,2025-05-11,1385,E05,Power Bank 10000mAh,Electronics,1,2800
1270,2025-05-11,1385,E09,USB-C Cable,Electronics,1,450
1271,2025-05-17,1293,F01,Running Shoes,Fitness,1,7500
1271,2025-05-17,1293,F02,Running Socks (3-Pack),Fitness,1,950
1272,2025-02-24,1561,E04,Fast Phone Charger,Electronics,1,1200
1272,2025-02-24,1561,E05,Power Bank 10000mAh,Electronics,2,2800
1273,2025-06-24,1294,E06,Bluetooth Speaker,Electronics,1,4200
1274,2025-06-13,1333,P02,Memory Card 128GB,Photography,1,2200
1274,2025-06-13,1333,F02,Running Socks (3-Pack),Fitness,1,950
1275,2025-06-20,497,H01,Coffee Maker,Home & Kitchen,1,5500
1275,2025-06-20,497,H02,Coffee Pods (Pack of 20),Home & Kitchen,1,1200
1275,2025-06-20,497,F04,Fitness Tracker,Fitness,1,4500
1276,2025-06-24,383,P01,Digital Camera,Photography,1,45000
1276,2025-06-24,383,P02,Memory Card 128GB,Photography,1,2200
1276,2025-06-24,383,P03,Camera Bag,Photography,2,3800
1277,2025-01-20,1167,O01,Laptop Bag,Office,1,3200
1277,2025-01-20,1167,O02,Wireless Mouse,Office,1,1400
1277,2025-01-20,1167,O03,Laptop Stand,Office,1,2100
1278,2025-06-21,434,E04,Fast Phone Charger,Electronics,1,1200
1278,2025-06-21,434,E05,Power Bank 10000mAh,Electronics,1,2800
1279,2025-01-31,1101,H01,Coffee Maker,Home & Kitchen,1,5500
1280,2025-04-27,314,P05,Extra Camera Battery,Photography,1,2600
1280,2025-04-27,314,F03,Sports Water Bottle,Fitness,1,700
1281,2025-05-17,862,O06,Notebook & Pen Set,Office,1,600
1281,2025-05-17,862,H02,Coffee Pods (Pack of 20),Home & Kitchen,1,1200
1282,2025-05-09,737,F05,Yoga Mat,Fitness,1,2200
1283,2025-02-28,1359,P02,Memory Card 128GB,Photography,1,2200
1283,2025-02-28,1359,E10,Laptop Sleeve,Electronics,1,1800
1283,2025-02-28,1359,E04,Fast Phone Charger,Electronics,2,1200
1283,2025-02-28,1359,O06,Notebook & Pen Set,Office,2,600
1284,2025-05-22,1783,O01,Laptop Bag,Office,1,3200
1284,2025-05-22,1783,O02,Wireless Mouse,Office,2,1400
1284,2025-05-22,1783,O03,Laptop Stand,Office,1,2100
1285,2025-06-02,849,O02,Wireless Mouse,Office,1,1400
1286,2025-06-15,538,F07,Gym Bag,Fitness,1,2600
1286,2025-06-15,538,F05,Yoga Mat,Fitness,1,2200
1287,2025-05-18,418,O01,Laptop Bag,Office,1,3200
1287,2025-05-18,418,O02,Wireless Mouse,Office,1,1400
1287,2025-05-18,418,O03,Laptop Stand,Office,1,2100
1288,2025-01-15,1214,F04,Fitness Tracker,Fitness,1,4500
1288,2025-01-15,1214,O05,Desk Lamp,Office,1,1800
1289,2025-05-07,469,F07,Gym Bag,Fitness,1,2600
1289,2025-05-07,469,F05,Yoga Mat,Fitness,1,2200
1290,2025-04-13,1647,P03,Camera Bag,Photography,1,3800
1291,2025-05-11,5,O01,Laptop Bag,Office,1,3200
1291,2025-05-11,5,E04,Fast Phone Charger,Electronics,1,1200
1291,2025-05-11,5,H07,Milk Frother,Home & Kitchen,1,1100
1291,2025-05-11,5,E09,USB-C Cable,Electronics,1,450
1292,2025-06-30,939,E06,Bluetooth Speaker,Electronics,2,4200
1293,2025-02-24,27,E07,Smartwatch,Electronics,1,6500
1293,2025-02-24,27,E08,Smartwatch Replacement Band,Electronics,1,900
1294,2025-02-07,511,H01,Coffee Maker,Home & Kitchen,1,5500
1294,2025-02-07,511,H02,Coffee Pods (Pack of 20),Home & Kitchen,1,1200
1295,2025-02-19,297,O01,Laptop Bag,Office,1,3200
1295,2025-02-19,297,O02,Wireless Mouse,Office,1,1400
1295,2025-02-19,297,O03,Laptop Stand,Office,1,2100
1296,2025-01-31,978,H02,Coffee Pods (Pack of 20),Home & Kitchen,1,1200
1296,2025-01-31,978,P05,Extra Camera Battery,Photography,2,2600
1297,2025-05-28,1253,P04,Tripod,Photography,1,3200
1297,2025-05-28,1253,H06,Tea Infuser,Home & Kitchen,1,450
1297,2025-05-28,1253,E01,Phone Case,Electronics,1,800
1298,2025-05-29,47,E04,Fast Phone Charger,Electronics,1,1200
1298,2025-05-29,47,E05,Power Bank 10000mAh,Electronics,1,2800
1299,2025-01-20,198,E01,Phone Case,Electronics,1,800
1299,2025-01-20,198,E02,Screen Protector,Electronics,1,350
1299,2025-01-20,198,E04,Fast Phone Charger,Electronics,1,1200
1300,2025-03-24,1424,P01,Digital Camera,Photography,1,45000
1300,2025-03-24,1424,P02,Memory Card 128GB,Photography,1,2200
1300,2025-03-24,1424,P03,Camera Bag,Photography,1,3800
1301,2025-04-11,47,P01,Digital Camera,Photography,1,45000
1301,2025-04-11,47,P02,Memory Card 128GB,Photography,1,2200
1301,2025-04-11,47,P03,Camera Bag,Photography,2,3800
1302,2025-04-16,1527,F02,Running Socks (3-Pack),Fitness,1,950
1303,2025-06-08,553,H02,Coffee Pods (Pack of 20),Home & Kitchen,1,1200
1304,2025-03-02,201,H02,Coffee Pods (Pack of 20),Home & Kitchen,1,1200
1304,2025-03-02,201,O03,Laptop Stand,Office,2,2100
1304,2025-03-02,201,O04,Mechanical Keyboard,Office,1,5200
1304,2025-03-02,201,O01,Laptop Bag,Office,1,3200
1305,2025-01-07,329,O01,Laptop Bag,Office,1,3200
1305,2025-01-07,329,O02,Wireless Mouse,Office,2,1400
1305,2025-01-07,329,O03,Laptop Stand,Office,1,2100
1306,2025-02-22,1530,H04,Blender,Home & Kitchen,1,4800
1306,2025-02-22,1530,E07,Smartwatch,Electronics,2,6500
1307,2025-06-11,1056,F01,Running Shoes,Fitness,1,7500
1307,2025-06-11,1056,F02,Running Socks (3-Pack),Fitness,1,950
1308,2025-04-29,133,O01,Laptop Bag,Office,1,3200
1308,2025-04-29,133,O02,Wireless Mouse,Office,1,1400
1308,2025-04-29,133,O03,Laptop Stand,Office,1,2100
1308,2025-04-29,133,O04,Mechanical Keyboard,Office,1,5200
1308,2025-04-29,133,E04,Fast Phone Charger,Electronics,1,1200
1309,2025-03-28,1721,H05,Travel Mug,Home & Kitchen,1,900
1310,2025-01-06,1665,O01,Laptop Bag,Office,1,3200
1310,2025-01-06,1665,O02,Wireless Mouse,Office,1,1400
1310,2025-01-06,1665,O03,Laptop Stand,Office,1,2100
1310,2025-01-06,1665,F04,Fitness Tracker,Fitness,1,4500
1311,2025-06-17,33,E04,Fast Phone Charger,Electronics,1,1200
1311,2025-06-17,33,E05,Power Bank 10000mAh,Electronics,1,2800
1312,2025-01-16,1198,E03,Wireless Earphones,Electronics,1,3500
1313,2025-04-20,640,P01,Digital Camera,Photography,1,45000
1313,2025-04-20,640,P02,Memory Card 128GB,Photography,2,2200
1313,2025-04-20,640,P03,Camera Bag,Photography,1,3800
1314,2025-06-26,1495,P04,Tripod,Photography,1,3200
1315,2025-04-07,1658,F04,Fitness Tracker,Fitness,1,4500
1315,2025-04-07,1658,F03,Sports Water Bottle,Fitness,1,700
1316,2025-01-05,194,O01,Laptop Bag,Office,1,3200
1316,2025-01-05,194,O02,Wireless Mouse,Office,1,1400
1316,2025-01-05,194,O03,Laptop Stand,Office,1,2100
1316,2025-01-05,194,O04,Mechanical Keyboard,Office,1,5200
1317,2025-06-03,23,E06,Bluetooth Speaker,Electronics,1,4200
1318,2025-02-16,1479,E07,Smartwatch,Electronics,1,6500
1318,2025-02-16,1479,E08,Smartwatch Replacement Band,Electronics,1,900
1319,2025-04-01,1599,E04,Fast Phone Charger,Electronics,1,1200
1319,2025-04-01,1599,E05,Power Bank 10000mAh,Electronics,1,2800
1319,2025-04-01,1599,E09,USB-C Cable,Electronics,1,450
1320,2025-05-16,448,F07,Gym Bag,Fitness,2,2600
1320,2025-05-16,448,F05,Yoga Mat,Fitness,1,2200
1320,2025-05-16,448,F06,Resistance Bands Set,Fitness,1,1500
1321,2025-02-01,1304,F04,Fitness Tracker,Fitness,2,4500
1321,2025-02-01,1304,F03,Sports Water Bottle,Fitness,1,700
1322,2025-05-12,1113,O05,Desk Lamp,Office,1,1800
1322,2025-05-12,1113,P02,Memory Card 128GB,Photography,1,2200
1322,2025-05-12,1113,E01,Phone Case,Electronics,1,800
1323,2025-06-29,1114,H05,Travel Mug,Home & Kitchen,1,900
1323,2025-06-29,1114,O06,Notebook & Pen Set,Office,1,600
1324,2025-03-12,408,O01,Laptop Bag,Office,1,3200
1324,2025-03-12,408,O02,Wireless Mouse,Office,1,1400
1324,2025-03-12,408,O03,Laptop Stand,Office,1,2100
1324,2025-03-12,408,O04,Mechanical Keyboard,Office,1,5200
1325,2025-06-08,1535,H03,Electric Kettle,Home & Kitchen,1,3200
1325,2025-06-08,1535,H06,Tea Infuser,Home & Kitchen,1,450
1326,2025-06-03,26,E02,Screen Protector,Electronics,1,350
1326,2025-06-03,26,E10,Laptop Sleeve,Electronics,1,1800
1326,2025-06-03,26,E09,USB-C Cable,Electronics,1,450
1327,2025-05-04,1420,E01,Phone Case,Electronics,1,800
1327,2025-05-04,1420,O03,Laptop Stand,Office,2,2100
1327,2025-05-04,1420,P05,Extra Camera Battery,Photography,1,2600
1327,2025-05-04,1420,E06,Bluetooth Speaker,Electronics,1,4200
1328,2025-06-28,409,F07,Gym Bag,Fitness,1,2600
1328,2025-06-28,409,F05,Yoga Mat,Fitness,1,2200
1329,2025-06-06,1566,O01,Laptop Bag,Office,1,3200
1329,2025-06-06,1566,O02,Wireless Mouse,Office,1,1400
1329,2025-06-06,1566,O03,Laptop Stand,Office,1,2100
1330,2025-01-07,1271,E04,Fast Phone Charger,Electronics,1,1200
1330,2025-01-07,1271,E05,Power Bank 10000mAh,Electronics,2,2800
1330,2025-01-07,1271,E09,USB-C Cable,Electronics,1,450
