customer_id,preferred_device,recency_days,frequency_per_year,avg_order_value_kes,total_lifetime_spend_kes,num_categories_purchased
481,Mobile,14.0,1.1,4692.0,16273.0,2.0
482,Mobile,18.0,27.5,8168.0,631748.0,5.0
483,Mobile,156.0,8.6,5797.0,119253.0,4.0
484,Mobile,29.0,15.7,4996.0,221235.0,5.0
485,Desktop,330.0,2.1,1779.0,11296.0,1.0
486,Desktop,29.0,15.8,4506.0,165178.0,4.0
487,Mobile,14.0,26.8,6674.0,276579.0,6.0
488,Mobile,32.0,10.1,4804.0,123431.0,5.0
489,Desktop,127.0,6.5,4593.0,91728.0,2.0
490,Mobile,12.0,30.8,8365.0,631986.0,8.0
491,Desktop,347.0,0.2,2435.0,1061.0,1.0
492,Mobile,159.0,12.5,5037.0,191921.0,4.0
493,Desktop,304.0,0.6,2681.0,4918.0,1.0
494,Desktop,6.0,2.8,3427.0,19360.0,2.0
495,Tablet,317.0,0.2,3124.0,1919.0,1.0
496,Desktop,155.0,11.5,6273.0,186593.0,3.0
497,Mobile,156.0,11.2,6098.0,228626.0,2.0
498,Mobile,10.0,24.0,8725.0,323575.0,4.0
499,Mobile,11.0,27.8,9130.0,524594.0,6.0
500,Desktop,31.0,16.0,4603.0,160415.0,4.0
501,Mobile,176.0,13.5,7675.0,266384.0,4.0
502,Desktop,186.0,3.5,6101.0,46978.0,1.0
503,Desktop,25.0,15.8,6258.0,169700.0,3.0
504,Desktop,10.0,23.4,7661.0,422725.0,5.0
505,Tablet,40.0,15.8,5617.0,162100.0,4.0
506,Desktop,15.0,21.0,9402.0,475228.0,4.0
507,Desktop,8.0,27.8,7833.0,747824.0,6.0
508,Mobile,108.0,10.9,4781.0,93116.0,4.0
509,Mobile,16.0,30.0,8207.0,470150.0,4.0
510,Desktop,301.0,0.2,2789.0,1084.0,2.0
511,Mobile,10.0,1.1,3566.0,9002.0,2.0
512,Mobile,28.0,14.6,5486.0,257534.0,3.0
513,Desktop,238.0,2.1,3566.0,22328.0,1.0
514,Desktop,37.0,11.1,4575.0,176348.0,4.0
515,Mobile,12.0,2.9,5211.0,22803.0,3.0
516,Desktop,20.0,24.8,9130.0,507445.0,5.0
517,Mobile,155.0,12.1,7066.0,238651.0,3.0
518,Mobile,324.0,0.6,2445.0,2624.0,1.0
519,Desktop,294.0,1.3,2533.0,9608.0,2.0
520,Desktop,28.0,11.4,6645.0,130053.0,4.0
521,Mobile,24.0,25.3,7473.0,656878.0,4.0
522,Mobile,150.0,12.2,6480.0,268505.0,3.0
523,Desktop,150.0,13.2,6286.0,175352.0,3.0
524,Mobile,27.0,15.5,4860.0,119912.0,4.0
525,Desktop,394.0,0.2,1874.0,1083.0,1.0
526,Mobile,174.0,9.7,6236.0,187383.0,3.0
527,Mobile,152.0,13.3,6195.0,237815.0,2.0
528,Mobile,2.0,3.6,4603.0,37726.0,2.0
529,Mobile,163.0,8.8,5574.0,123193.0,4.0
530,Mobile,9.0,1.2,3731.0,9246.0,2.0
531,Desktop,15.0,23.2,7589.0,510621.0,5.0
532,Mobile,187.0,10.0,4284.0,132078.0,2.0
533,Mobile,166.0,12.8,6506.0,252107.0,2.0
534,Mobile,27.0,14.3,4403.0,148783.0,3.0
535,Desktop,17.0,2.4,2712.0,13246.0,2.0
536,Desktop,18.0,1.2,4393.0,16744.0,2.0
537,Tablet,128.0,7.5,6342.0,162186.0,2.0
538,Desktop,13.0,2.4,4222.0,20611.0,2.0
539,Mobile,322.0,1.0,2933.0,9352.0,1.0
540,Mobile,325.0,0.3,3249.0,2329.0,2.0
541,Desktop,9.0,2.0,3803.0,16656.0,1.0
542,Mobile,127.0,12.3,5305.0,175446.0,4.0
543,Mobile,15.0,17.8,8040.0,336257.0,6.0
544,Desktop,311.0,1.2,2815.0,5805.0,1.0
545,Desktop,13.0,10.6,5366.0,153436.0,4.0
546,Mobile,311.0,1.1,,4397.0,1.0
547,Mobile,351.0,0.6,2517.0,5005.0,1.0
548,Tablet,273.0,0.2,3278.0,1213.0,1.0
549,Mobile,12.0,1.6,3918.0,15167.0,2.0
550,Mobile,17.0,13.8,3817.0,117626.0,3.0
551,Tablet,179.0,8.6,4660.0,84244.0,3.0
552,Desktop,295.0,0.2,1929.0,1000.0,1.0
553,Mobile,5.0,1.2,5003.0,17134.0,2.0
554,Desktop,28.0,21.8,7628.0,398083.0,6.0
555,Desktop,149.0,6.6,5950.0,88442.0,3.0
556,Mobile,17.0,28.3,8233.0,653743.0,8.0
557,Mobile,271.0,1.6,,9397.0,1.0
558,Mobile,6.0,1.6,4050.0,11969.0,2.0
559,Mobile,179.0,13.1,,240623.0,4.0
560,Mobile,284.0,0.8,2523.0,6793.0,1.0
561,Tablet,352.0,1.5,2505.0,6699.0,1.0
562,Mobile,12.0,3.5,3838.0,45918.0,3.0
563,Desktop,4.0,0.6,4148.0,5667.0,2.0
564,Tablet,24.0,27.2,8196.0,422068.0,6.0
565,Mobile,25.0,16.3,5499.0,193307.0,5.0
566,Mobile,22.0,26.6,8629.0,458741.0,9.0
567,Mobile,32.0,14.8,5479.0,173404.0,4.0
568,Mobile,138.0,9.1,5179.0,161923.0,4.0
569,Mobile,18.0,11.2,,167021.0,5.0
570,Desktop,136.0,14.6,6818.0,304430.0,3.0
571,Mobile,34.0,13.1,4283.0,97705.0,4.0
572,Desktop,11.0,3.1,4577.0,35623.0,2.0
573,Mobile,281.0,3.8,2973.0,35926.0,1.0
574,Desktop,18.0,26.0,9150.0,452909.0,5.0
575,Mobile,335.0,3.3,,17586.0,1.0
576,Desktop,195.0,9.2,7102.0,115671.0,3.0
577,Tablet,29.0,17.4,5328.0,146472.0,4.0
578,Mobile,7.0,16.4,3568.0,186442.0,4.0
579,Mobile,163.0,2.9,7172.0,48960.0,1.0
580,Desktop,20.0,24.2,9593.0,466907.0,9.0
581,Mobile,26.0,16.4,4831.0,274135.0,4.0
582,Desktop,17.0,23.6,9438.0,659641.0,7.0
583,Mobile,363.0,0.7,2281.0,3148.0,1.0
584,Mobile,148.0,16.9,5838.0,285254.0,4.0
585,Desktop,12.0,0.7,4116.0,6724.0,3.0
586,Mobile,15.0,28.5,9469.0,858138.0,7.0
587,Mobile,295.0,0.2,3275.0,1787.0,1.0
588,Desktop,30.0,19.2,6117.0,353856.0,4.0
589,Desktop,310.0,0.6,2606.0,2932.0,2.0
590,Desktop,316.0,1.7,1875.0,7581.0,2.0
591,Mobile,33.0,18.4,5463.0,321255.0,5.0
592,Mobile,31.0,22.2,5343.0,367579.0,5.0
593,Mobile,47.0,13.5,5049.0,139577.0,5.0
594,Mobile,18.0,2.7,,28915.0,2.0
595,Mobile,23.0,17.7,5858.0,292835.0,4.0
596,Desktop,360.0,2.8,2838.0,27968.0,1.0
597,Mobile,9.0,24.9,,669513.0,5.0
598,Desktop,18.0,23.3,9235.0,337277.0,6.0
599,Mobile,20.0,29.9,7917.0,544326.0,6.0
600,Mobile,318.0,0.2,2197.0,1051.0,1.0
601,Tablet,287.0,0.9,2572.0,6100.0,2.0
602,Mobile,326.0,0.4,3087.0,4169.0,1.0
603,Desktop,8.0,2.4,4616.0,27372.0,2.0
604,Mobile,24.0,16.4,4600.0,237367.0,4.0
605,Mobile,6.0,2.7,3811.0,28053.0,2.0
606,Desktop,314.0,0.3,2061.0,1667.0,1.0
607,Desktop,10.0,2.4,4377.0,16374.0,2.0
608,Desktop,131.0,9.6,5740.0,177677.0,3.0
609,Tablet,20.0,27.0,10040.0,787679.0,7.0
610,Desktop,310.0,2.3,2296.0,13880.0,1.0
611,Mobile,253.0,0.2,2139.0,1000.0,1.0
612,Desktop,274.0,1.7,3090.0,15676.0,1.0
613,Tablet,201.0,8.4,7422.0,135167.0,4.0
614,Desktop,342.0,0.4,3941.0,5324.0,2.0
615,Desktop,122.0,10.0,7246.0,211263.0,3.0
616,Mobile,29.0,18.3,5364.0,270548.0,3.0
617,Mobile,29.0,15.6,6019.0,199731.0,3.0
618,Mobile,10.0,1.1,3557.0,11845.0,2.0
619,Desktop,168.0,8.4,6726.0,190604.0,3.0
620,Desktop,17.0,22.9,7627.0,267893.0,5.0
621,Mobile,43.0,17.3,5444.0,273257.0,5.0
622,Mobile,2.0,28.8,9035.0,662728.0,7.0
623,Desktop,12.0,27.9,9013.0,604609.0,7.0
624,Mobile,284.0,0.4,3694.0,3930.0,1.0
625,Desktop,310.0,0.2,3402.0,1329.0,1.0
626,Desktop,308.0,2.9,2281.0,17200.0,2.0
627,Mobile,10.0,4.3,3195.0,26405.0,2.0
628,Tablet,12.0,24.8,10235.0,706910.0,5.0
629,Desktop,8.0,12.1,4848.0,189610.0,4.0
630,Desktop,17.0,11.3,5713.0,157605.0,4.0
631,Mobile,322.0,0.5,3836.0,4515.0,1.0
632,Desktop,36.0,21.4,5425.0,338705.0,3.0
633,Mobile,16.0,26.7,,539183.0,7.0
634,Desktop,14.0,26.7,,514196.0,5.0
635,Mobile,181.0,11.6,5785.0,202774.0,2.0
636,Mobile,17.0,14.2,6011.0,245718.0,2.0
637,Mobile,10.0,20.7,8062.0,484935.0,7.0
638,Desktop,17.0,23.0,9807.0,562538.0,6.0
639,Mobile,20.0,15.4,4739.0,148733.0,3.0
640,Mobile,305.0,0.3,2553.0,1633.0,1.0
641,Mobile,23.0,24.3,9480.0,598891.0,6.0
642,Mobile,20.0,12.4,4445.0,145399.0,3.0
643,Mobile,128.0,9.0,,164962.0,2.0
644,Mobile,16.0,13.3,5342.0,108152.0,4.0
645,Mobile,20.0,17.9,7423.0,346536.0,5.0
646,Mobile,136.0,12.0,6183.0,193192.0,3.0
647,Desktop,6.0,2.1,4095.0,26086.0,3.0
648,Desktop,341.0,0.2,2663.0,1311.0,2.0
649,Mobile,273.0,2.3,2364.0,14771.0,1.0
650,Desktop,5.0,0.3,3255.0,2117.0,2.0
651,Mobile,130.0,4.6,5360.0,61309.0,4.0
652,Mobile,20.0,28.3,8260.0,644142.0,5.0
653,Tablet,10.0,2.6,4322.0,36568.0,1.0
654,Mobile,14.0,3.6,,21445.0,2.0
655,Mobile,13.0,1.8,4430.0,17194.0,2.0
656,Mobile,12.0,20.1,8913.0,514272.0,4.0
657,Mobile,17.0,29.9,8322.0,707464.0,6.0
658,Mobile,190.0,10.6,6676.0,237331.0,3.0
659,Tablet,280.0,0.2,2951.0,1095.0,1.0
660,Tablet,308.0,1.7,2066.0,11886.0,1.0
661,Desktop,30.0,16.1,4539.0,171936.0,5.0
662,Mobile,1.0,22.5,8082.0,313496.0,4.0
663,Mobile,19.0,17.0,5665.0,273000.0,3.0
664,Tablet,309.0,0.4,3551.0,3427.0,1.0
665,Mobile,34.0,16.8,3943.0,100451.0,5.0
666,Desktop,38.0,11.9,3944.0,120704.0,6.0
667,Mobile,11.0,1.7,3586.0,16067.0,3.0
668,Tablet,301.0,0.2,2172.0,1000.0,1.0
669,Mobile,308.0,3.1,2645.0,16894.0,1.0
670,Mobile,5.0,3.1,4863.0,31196.0,4.0
671,Mobile,13.0,1.4,4523.0,13228.0,2.0
672,Mobile,312.0,1.7,2432.0,11685.0,1.0
673,Desktop,32.0,9.0,3001.0,85835.0,4.0
674,Desktop,30.0,10.4,4782.0,151337.0,3.0
675,Desktop,25.0,11.2,4127.0,100540.0,4.0
676,Mobile,12.0,2.9,3140.0,14114.0,3.0
677,Mobile,295.0,0.2,2109.0,1221.0,1.0
678,Mobile,103.0,13.7,6341.0,131935.0,3.0
679,Desktop,329.0,0.2,2433.0,1218.0,1.0
680,Mobile,20.0,1.2,4051.0,9437.0,2.0
681,Mobile,11.0,2.7,4884.0,27181.0,2.0
682,Mobile,30.0,14.8,3893.0,123286.0,5.0
683,Mobile,343.0,0.2,,1158.0,2.0
684,Mobile,32.0,20.8,4689.0,312029.0,3.0
685,Mobile,249.0,0.3,2477.0,2368.0,2.0
686,Tablet,10.0,27.7,8241.0,711507.0,6.0
687,Mobile,12.0,2.4,3560.0,26061.0,2.0
688,Tablet,112.0,12.4,6455.0,155725.0,3.0
689,Tablet,12.0,1.6,3448.0,18651.0,2.0
690,Mobile,1.0,2.3,3887.0,22071.0,2.0
691,Desktop,9.0,1.5,3204.0,15622.0,1.0
692,Desktop,16.0,9.8,5409.0,143333.0,4.0
693,Mobile,316.0,3.0,2836.0,16986.0,1.0
694,Tablet,21.0,22.7,8981.0,495930.0,6.0
695,Mobile,14.0,3.3,4790.0,28272.0,1.0
696,Mobile,27.0,17.5,4697.0,212225.0,4.0
697,Desktop,15.0,1.4,4471.0,13739.0,3.0
698,Tablet,267.0,3.3,2744.0,22368.0,1.0
699,Mobile,12.0,2.4,4648.0,35025.0,2.0
700,Mobile,327.0,1.1,3070.0,8521.0,2.0
701,Desktop,11.0,18.0,9046.0,339926.0,7.0
702,Desktop,10.0,2.0,4111.0,28283.0,3.0
703,Desktop,23.0,15.0,5205.0,208515.0,4.0
704,Mobile,17.0,24.9,8483.0,459487.0,6.0
705,Mobile,6.0,2.4,3995.0,30894.0,3.0
706,Mobile,154.0,10.2,,192065.0,4.0
707,Desktop,41.0,16.7,5207.0,223132.0,3.0
708,Mobile,135.0,10.9,6622.0,154254.0,2.0
709,Desktop,293.0,1.2,2144.0,7421.0,2.0
710,Mobile,29.0,12.8,4252.0,185135.0,4.0
711,Desktop,16.0,1.4,5718.0,22667.0,2.0
712,Mobile,33.0,18.9,5088.0,260222.0,4.0
713,Desktop,23.0,20.3,8818.0,309015.0,6.0
714,Desktop,173.0,11.8,6649.0,128703.0,2.0
715,Mobile,272.0,1.2,1858.0,3495.0,1.0
716,Desktop,92.0,9.7,5439.0,128173.0,3.0
717,Tablet,20.0,27.3,8217.0,508888.0,8.0
718,Mobile,12.0,2.3,3467.0,21080.0,1.0
719,Mobile,191.0,8.7,6822.0,198872.0,4.0
720,Mobile,12.0,24.5,8520.0,464523.0,7.0
721,Desktop,180.0,15.1,,275221.0,2.0
722,Mobile,316.0,1.9,2741.0,13946.0,1.0
723,Mobile,4.0,2.7,3682.0,17036.0,2.0
724,Desktop,34.0,19.0,4781.0,301788.0,4.0
725,Mobile,17.0,2.1,4925.0,28079.0,2.0
726,Desktop,18.0,24.7,10110.0,447394.0,7.0
727,Tablet,328.0,0.2,,1412.0,1.0
728,Mobile,25.0,14.1,5063.0,180882.0,5.0
729,Desktop,16.0,19.4,5539.0,305131.0,5.0
730,Desktop,15.0,26.0,9088.0,463677.0,6.0
731,Desktop,23.0,11.6,5325.0,103540.0,4.0
732,Mobile,19.0,17.5,6027.0,162398.0,3.0
733,Mobile,29.0,13.3,4477.0,124384.0,3.0
734,Mobile,15.0,14.1,3822.0,139139.0,4.0
735,Mobile,3.0,24.3,8442.0,416051.0,8.0
736,Desktop,42.0,15.2,5097.0,192645.0,3.0
737,Desktop,12.0,22.6,8600.0,514406.0,5.0
738,Tablet,144.0,3.7,6045.0,42023.0,4.0
739,Mobile,325.0,0.4,2573.0,2360.0,1.0
740,Mobile,25.0,26.2,8393.0,344950.0,5.0
741,Mobile,360.0,1.0,3600.0,9782.0,1.0
742,Desktop,135.0,10.9,7532.0,273088.0,3.0
743,Desktop,35.0,13.3,4879.0,145897.0,5.0
744,Desktop,313.0,0.8,1985.0,4892.0,1.0
745,Desktop,39.0,17.7,5070.0,163827.0,3.0
746,Desktop,207.0,12.5,5869.0,130114.0,2.0
747,Desktop,196.0,13.7,6366.0,259632.0,4.0
748,Mobile,286.0,3.1,2267.0,23169.0,1.0
749,Desktop,373.0,1.1,2900.0,5668.0,1.0
750,Mobile,257.0,0.7,2457.0,2758.0,1.0
