basket_id,transaction_date,item_id,item_name,category,unit_price_kes
864,2025-03-09,G14,Baby Diapers,Baby Care,1200
865,2025-05-14,G08,Pasta,Pantry,120
865,2025-05-14,G09,Tomato Sauce,Pantry,90
866,2025-01-27,G18,Rice 2kg,Pantry,250
866,2025-01-27,G19,Cooking Oil 1L,Pantry,300
866,2025-01-27,G20,Onions 1kg,Produce,80
866,2025-01-27,G15,Beer (6-Pack),Alcohol,800
867,2025-01-09,G07,Sugar 1kg,Pantry,150
868,2025-03-22,G14,Baby Diapers,Baby Care,1200
868,2025-03-22,G15,Beer (6-Pack),Alcohol,800
869,2025-05-08,G16,Baby Wipes,Baby Care,350
869,2025-05-08,G14,Baby Diapers,Baby Care,1200
870,2025-02-07,G05,Coffee,Beverages,450
870,2025-02-07,G07,Sugar 1kg,Pantry,150
871,2025-03-16,G16,Baby Wipes,Baby Care,350
871,2025-03-16,G14,Baby Diapers,Baby Care,1200
872,2025-04-16,G08,Pasta,Pantry,120
872,2025-04-16,G09,Tomato Sauce,Pantry,90
872,2025-04-16,G10,Parmesan Cheese,Dairy,400
873,2025-01-26,G13,Soda 2L,Beverages,150
873,2025-01-26,G15,Beer (6-Pack),Alcohol,800
873,2025-01-26,G04,Eggs (Tray),Dairy,350
874,2025-04-30,G16,Baby Wipes,Baby Care,350
874,2025-04-30,G14,Baby Diapers,Baby Care,1200
875,2025-04-13,G20,Onions 1kg,Produce,80
875,2025-04-13,G18,Rice 2kg,Pantry,250
876,2025-02-12,G14,Baby Diapers,Baby Care,1200
876,2025-02-12,G10,Parmesan Cheese,Dairy,400
876,2025-02-12,G16,Baby Wipes,Baby Care,350
876,2025-02-12,G19,Cooking Oil 1L,Pantry,300
877,2025-04-09,G11,Potato Chips,Snacks,150
877,2025-04-09,G12,Salsa Dip,Snacks,200
877,2025-04-09,G08,Pasta,Pantry,120
878,2025-05-24,G11,Potato Chips,Snacks,150
878,2025-05-24,G12,Salsa Dip,Snacks,200
879,2025-05-11,G01,White Bread,Bakery,60
879,2025-05-11,G09,Tomato Sauce,Pantry,90
879,2025-05-11,G02,Butter,Dairy,180
879,2025-05-11,G07,Sugar 1kg,Pantry,150
880,2025-01-23,G16,Baby Wipes,Baby Care,350
880,2025-01-23,G14,Baby Diapers,Baby Care,1200
881,2025-05-16,G09,Tomato Sauce,Pantry,90
882,2025-04-19,G01,White Bread,Bakery,60
882,2025-04-19,G02,Butter,Dairy,180
882,2025-04-19,G03,Milk 1L,Dairy,120
882,2025-04-19,G16,Baby Wipes,Baby Care,350
883,2025-03-03,G20,Onions 1kg,Produce,80
883,2025-03-03,G19,Cooking Oil 1L,Pantry,300
883,2025-03-03,G11,Potato Chips,Snacks,150
883,2025-03-03,G03,Milk 1L,Dairy,120
884,2025-02-23,G08,Pasta,Pantry,120
884,2025-02-23,G09,Tomato Sauce,Pantry,90
884,2025-02-23,G10,Parmesan Cheese,Dairy,400
885,2025-01-01,G18,Rice 2kg,Pantry,250
885,2025-01-01,G19,Cooking Oil 1L,Pantry,300
885,2025-01-01,G20,Onions 1kg,Produce,80
886,2025-06-07,G01,White Bread,Bakery,60
886,2025-06-07,G02,Butter,Dairy,180
886,2025-06-07,G03,Milk 1L,Dairy,120
887,2025-03-18,G18,Rice 2kg,Pantry,250
887,2025-03-18,G19,Cooking Oil 1L,Pantry,300
887,2025-03-18,G20,Onions 1kg,Produce,80
888,2025-05-17,G02,Butter,Dairy,180
888,2025-05-17,G12,Salsa Dip,Snacks,200
888,2025-05-17,G15,Beer (6-Pack),Alcohol,800
888,2025-05-17,G17,Baby Formula,Baby Care,1500
889,2025-01-14,G19,Cooking Oil 1L,Pantry,300
889,2025-01-14,G03,Milk 1L,Dairy,120
890,2025-06-30,G06,Tea Leaves,Beverages,200
890,2025-06-30,G09,Tomato Sauce,Pantry,90
890,2025-06-30,G14,Baby Diapers,Baby Care,1200
890,2025-06-30,G19,Cooking Oil 1L,Pantry,300
891,2025-06-14,G03,Milk 1L,Dairy,120
891,2025-06-14,G19,Cooking Oil 1L,Pantry,300
892,2025-05-18,G08,Pasta,Pantry,120
892,2025-05-18,G09,Tomato Sauce,Pantry,90
892,2025-05-18,G10,Parmesan Cheese,Dairy,400
893,2025-06-02,G05,Coffee,Beverages,450
893,2025-06-02,G09,Tomato Sauce,Pantry,90
893,2025-06-02,G13,Soda 2L,Beverages,150
894,2025-05-03,G12,Salsa Dip,Snacks,200
894,2025-05-03,G05,Coffee,Beverages,450
895,2025-01-06,G11,Potato Chips,Snacks,150
895,2025-01-06,G12,Salsa Dip,Snacks,200
895,2025-01-06,G13,Soda 2L,Beverages,150
896,2025-06-10,G20,Onions 1kg,Produce,80
896,2025-06-10,G01,White Bread,Bakery,60
896,2025-06-10,G12,Salsa Dip,Snacks,200
896,2025-06-10,G11,Potato Chips,Snacks,150
897,2025-01-15,G18,Rice 2kg,Pantry,250
897,2025-01-15,G19,Cooking Oil 1L,Pantry,300
897,2025-01-15,G20,Onions 1kg,Produce,80
898,2025-01-23,G14,Baby Diapers,Baby Care,1200
898,2025-01-23,G13,Soda 2L,Beverages,150
899,2025-04-27,G04,Eggs (Tray),Dairy,350
899,2025-04-27,G17,Baby Formula,Baby Care,1500
899,2025-04-27,G16,Baby Wipes,Baby Care,350
899,2025-04-27,G08,Pasta,Pantry,120
900,2025-03-30,G14,Baby Diapers,Baby Care,1200
900,2025-03-30,G15,Beer (6-Pack),Alcohol,800
901,2025-01-26,G03,Milk 1L,Dairy,120
902,2025-05-08,G14,Baby Diapers,Baby Care,1200
902,2025-05-08,G15,Beer (6-Pack),Alcohol,800
903,2025-06-10,G06,Tea Leaves,Beverages,200
903,2025-06-10,G11,Potato Chips,Snacks,150
904,2025-03-26,G05,Coffee,Beverages,450
904,2025-03-26,G07,Sugar 1kg,Pantry,150
905,2025-01-02,G08,Pasta,Pantry,120
905,2025-01-02,G09,Tomato Sauce,Pantry,90
905,2025-01-02,G17,Baby Formula,Baby Care,1500
906,2025-05-09,G11,Potato Chips,Snacks,150
906,2025-05-09,G12,Salsa Dip,Snacks,200
907,2025-04-14,G12,Salsa Dip,Snacks,200
907,2025-04-14,G08,Pasta,Pantry,120
907,2025-04-14,G10,Parmesan Cheese,Dairy,400
907,2025-04-14,G04,Eggs (Tray),Dairy,350
908,2025-03-07,G11,Potato Chips,Snacks,150
908,2025-03-07,G12,Salsa Dip,Snacks,200
909,2025-03-23,G05,Coffee,Beverages,450
909,2025-03-23,G07,Sugar 1kg,Pantry,150
910,2025-04-14,G15,Beer (6-Pack),Alcohol,800
910,2025-04-14,G10,Parmesan Cheese,Dairy,400
911,2025-03-27,G18,Rice 2kg,Pantry,250
911,2025-03-27,G19,Cooking Oil 1L,Pantry,300
911,2025-03-27,G20,Onions 1kg,Produce,80
912,2025-04-02,G08,Pasta,Pantry,120
912,2025-04-02,G09,Tomato Sauce,Pantry,90
912,2025-04-02,G10,Parmesan Cheese,Dairy,400
913,2025-06-16,G04,Eggs (Tray),Dairy,350
913,2025-06-16,G15,Beer (6-Pack),Alcohol,800
913,2025-06-16,G12,Salsa Dip,Snacks,200
914,2025-04-18,G01,White Bread,Bakery,60
914,2025-04-18,G02,Butter,Dairy,180
914,2025-04-18,G03,Milk 1L,Dairy,120
915,2025-05-31,G01,White Bread,Bakery,60
915,2025-05-31,G02,Butter,Dairy,180
915,2025-05-31,G03,Milk 1L,Dairy,120
915,2025-05-31,G04,Eggs (Tray),Dairy,350
916,2025-06-25,G18,Rice 2kg,Pantry,250
916,2025-06-25,G19,Cooking Oil 1L,Pantry,300
916,2025-06-25,G20,Onions 1kg,Produce,80
917,2025-04-14,G18,Rice 2kg,Pantry,250
917,2025-04-14,G19,Cooking Oil 1L,Pantry,300
917,2025-04-14,G20,Onions 1kg,Produce,80
918,2025-06-10,G05,Coffee,Beverages,450
918,2025-06-10,G07,Sugar 1kg,Pantry,150
919,2025-06-30,G14,Baby Diapers,Baby Care,1200
919,2025-06-30,G15,Beer (6-Pack),Alcohol,800
920,2025-02-02,G05,Coffee,Beverages,450
920,2025-02-02,G07,Sugar 1kg,Pantry,150
921,2025-06-19,G02,Butter,Dairy,180
922,2025-03-05,G08,Pasta,Pantry,120
922,2025-03-05,G09,Tomato Sauce,Pantry,90
922,2025-03-05,G10,Parmesan Cheese,Dairy,400
923,2025-03-17,G14,Baby Diapers,Baby Care,1200
923,2025-03-17,G15,Beer (6-Pack),Alcohol,800
924,2025-04-27,G08,Pasta,Pantry,120
924,2025-04-27,G09,Tomato Sauce,Pantry,90
924,2025-04-27,G10,Parmesan Cheese,Dairy,400
925,2025-01-01,G05,Coffee,Beverages,450
925,2025-01-01,G07,Sugar 1kg,Pantry,150
926,2025-04-29,G18,Rice 2kg,Pantry,250
926,2025-04-29,G19,Cooking Oil 1L,Pantry,300
926,2025-04-29,G20,Onions 1kg,Produce,80
927,2025-06-15,G16,Baby Wipes,Baby Care,350
927,2025-06-15,G14,Baby Diapers,Baby Care,1200
927,2025-06-15,G07,Sugar 1kg,Pantry,150
928,2025-03-15,G05,Coffee,Beverages,450
928,2025-03-15,G03,Milk 1L,Dairy,120
929,2025-02-09,G08,Pasta,Pantry,120
929,2025-02-09,G09,Tomato Sauce,Pantry,90
929,2025-02-09,G10,Parmesan Cheese,Dairy,400
929,2025-02-09,G02,Butter,Dairy,180
930,2025-01-24,G20,Onions 1kg,Produce,80
931,2025-06-14,G11,Potato Chips,Snacks,150
931,2025-06-14,G12,Salsa Dip,Snacks,200
932,2025-01-04,G18,Rice 2kg,Pantry,250
932,2025-01-04,G19,Cooking Oil 1L,Pantry,300
932,2025-01-04,G20,Onions 1kg,Produce,80
933,2025-02-15,G16,Baby Wipes,Baby Care,350
933,2025-02-15,G14,Baby Diapers,Baby Care,1200
933,2025-02-15,G17,Baby Formula,Baby Care,1500
934,2025-03-21,G19,Cooking Oil 1L,Pantry,300
934,2025-03-21,G10,Parmesan Cheese,Dairy,400
935,2025-03-27,G15,Beer (6-Pack),Alcohol,800
935,2025-03-27,G01,White Bread,Bakery,60
936,2025-02-03,G16,Baby Wipes,Baby Care,350
936,2025-02-03,G14,Baby Diapers,Baby Care,1200
937,2025-04-18,G08,Pasta,Pantry,120
937,2025-04-18,G09,Tomato Sauce,Pantry,90
938,2025-05-27,G05,Coffee,Beverages,450
938,2025-05-27,G07,Sugar 1kg,Pantry,150
938,2025-05-27,G12,Salsa Dip,Snacks,200
939,2025-01-10,G18,Rice 2kg,Pantry,250
939,2025-01-10,G19,Cooking Oil 1L,Pantry,300
939,2025-01-10,G20,Onions 1kg,Produce,80
940,2025-01-19,G05,Coffee,Beverages,450
940,2025-01-19,G19,Cooking Oil 1L,Pantry,300
940,2025-01-19,G07,Sugar 1kg,Pantry,150
940,2025-01-19,G11,Potato Chips,Snacks,150
941,2025-02-26,G19,Cooking Oil 1L,Pantry,300
941,2025-02-26,G02,Butter,Dairy,180
941,2025-02-26,G18,Rice 2kg,Pantry,250
942,2025-05-16,G08,Pasta,Pantry,120
942,2025-05-16,G09,Tomato Sauce,Pantry,90
942,2025-05-16,G10,Parmesan Cheese,Dairy,400
943,2025-04-05,G16,Baby Wipes,Baby Care,350
943,2025-04-05,G14,Baby Diapers,Baby Care,1200
944,2025-03-15,G16,Baby Wipes,Baby Care,350
944,2025-03-15,G14,Baby Diapers,Baby Care,1200
945,2025-05-08,G15,Beer (6-Pack),Alcohol,800
945,2025-05-08,G07,Sugar 1kg,Pantry,150
945,2025-05-08,G12,Salsa Dip,Snacks,200
945,2025-05-08,G03,Milk 1L,Dairy,120
946,2025-03-29,G08,Pasta,Pantry,120
946,2025-03-29,G10,Parmesan Cheese,Dairy,400
947,2025-01-20,G16,Baby Wipes,Baby Care,350
947,2025-01-20,G14,Baby Diapers,Baby Care,1200
947,2025-01-20,G17,Baby Formula,Baby Care,1500
947,2025-01-20,G02,Butter,Dairy,180
948,2025-06-30,G18,Rice 2kg,Pantry,250
949,2025-01-23,G14,Baby Diapers,Baby Care,1200
949,2025-01-23,G18,Rice 2kg,Pantry,250
949,2025-01-23,G02,Butter,Dairy,180
949,2025-01-23,G13,Soda 2L,Beverages,150
950,2025-03-11,G07,Sugar 1kg,Pantry,150
951,2025-06-15,G16,Baby Wipes,Baby Care,350
951,2025-06-15,G20,Onions 1kg,Produce,80
952,2025-06-30,G14,Baby Diapers,Baby Care,1200
952,2025-06-30,G13,Soda 2L,Beverages,150
953,2025-03-15,G05,Coffee,Beverages,450
953,2025-03-15,G07,Sugar 1kg,Pantry,150
954,2025-04-08,G08,Pasta,Pantry,120
954,2025-04-08,G09,Tomato Sauce,Pantry,90
954,2025-04-08,G19,Cooking Oil 1L,Pantry,300
955,2025-02-22,G09,Tomato Sauce,Pantry,90
955,2025-02-22,G19,Cooking Oil 1L,Pantry,300
956,2025-02-07,G01,White Bread,Bakery,60
956,2025-02-07,G15,Beer (6-Pack),Alcohol,800
956,2025-02-07,G18,Rice 2kg,Pantry,250
957,2025-01-03,G08,Pasta,Pantry,120
957,2025-01-03,G09,Tomato Sauce,Pantry,90
957,2025-01-03,G10,Parmesan Cheese,Dairy,400
958,2025-01-21,G05,Coffee,Beverages,450
958,2025-01-21,G07,Sugar 1kg,Pantry,150
958,2025-01-21,G04,Eggs (Tray),Dairy,350
959,2025-04-07,G18,Rice 2kg,Pantry,250
959,2025-04-07,G19,Cooking Oil 1L,Pantry,300
959,2025-04-07,G20,Onions 1kg,Produce,80
960,2025-03-22,G18,Rice 2kg,Pantry,250
960,2025-03-22,G19,Cooking Oil 1L,Pantry,300
960,2025-03-22,G20,Onions 1kg,Produce,80
961,2025-03-31,G02,Butter,Dairy,180
961,2025-03-31,G08,Pasta,Pantry,120
961,2025-03-31,G04,Eggs (Tray),Dairy,350
961,2025-03-31,G17,Baby Formula,Baby Care,1500
962,2025-05-20,G18,Rice 2kg,Pantry,250
962,2025-05-20,G19,Cooking Oil 1L,Pantry,300
962,2025-05-20,G20,Onions 1kg,Produce,80
963,2025-06-08,G15,Beer (6-Pack),Alcohol,800
964,2025-06-09,G19,Cooking Oil 1L,Pantry,300
964,2025-06-09,G20,Onions 1kg,Produce,80
964,2025-06-09,G16,Baby Wipes,Baby Care,350
965,2025-01-13,G13,Soda 2L,Beverages,150
966,2025-04-16,G01,White Bread,Bakery,60
967,2025-01-17,G02,Butter,Dairy,180
967,2025-01-17,G04,Eggs (Tray),Dairy,350
967,2025-01-17,G11,Potato Chips,Snacks,150
968,2025-05-01,G08,Pasta,Pantry,120
968,2025-05-01,G09,Tomato Sauce,Pantry,90
969,2025-02-17,G14,Baby Diapers,Baby Care,1200
969,2025-02-17,G15,Beer (6-Pack),Alcohol,800
970,2025-06-20,G01,White Bread,Bakery,60
970,2025-06-20,G02,Butter,Dairy,180
970,2025-06-20,G03,Milk 1L,Dairy,120
971,2025-06-07,G15,Beer (6-Pack),Alcohol,800
971,2025-06-07,G20,Onions 1kg,Produce,80
971,2025-06-07,G14,Baby Diapers,Baby Care,1200
972,2025-05-01,G05,Coffee,Beverages,450
972,2025-05-01,G04,Eggs (Tray),Dairy,350
972,2025-05-01,G20,Onions 1kg,Produce,80
973,2025-01-26,G01,White Bread,Bakery,60
973,2025-01-26,G04,Eggs (Tray),Dairy,350
973,2025-01-26,G18,Rice 2kg,Pantry,250
974,2025-06-10,G16,Baby Wipes,Baby Care,350
974,2025-06-10,G07,Sugar 1kg,Pantry,150
974,2025-06-10,G14,Baby Diapers,Baby Care,1200
975,2025-05-10,G18,Rice 2kg,Pantry,250
975,2025-05-10,G19,Cooking Oil 1L,Pantry,300
975,2025-05-10,G20,Onions 1kg,Produce,80
976,2025-03-05,G06,Tea Leaves,Beverages,200
976,2025-03-05,G01,White Bread,Bakery,60
977,2025-06-04,G18,Rice 2kg,Pantry,250
977,2025-06-04,G19,Cooking Oil 1L,Pantry,300
977,2025-06-04,G20,Onions 1kg,Produce,80
978,2025-05-20,G18,Rice 2kg,Pantry,250
978,2025-05-20,G19,Cooking Oil 1L,Pantry,300
978,2025-05-20,G20,Onions 1kg,Produce,80
979,2025-06-21,G18,Rice 2kg,Pantry,250
979,2025-06-21,G19,Cooking Oil 1L,Pantry,300
979,2025-06-21,G20,Onions 1kg,Produce,80
980,2025-01-22,G16,Baby Wipes,Baby Care,350
980,2025-01-22,G14,Baby Diapers,Baby Care,1200
981,2025-05-29,G14,Baby Diapers,Baby Care,1200
981,2025-05-29,G15,Beer (6-Pack),Alcohol,800
982,2025-02-23,G05,Coffee,Beverages,450
982,2025-02-23,G07,Sugar 1kg,Pantry,150
983,2025-03-23,G05,Coffee,Beverages,450
983,2025-03-23,G07,Sugar 1kg,Pantry,150
983,2025-03-23,G09,Tomato Sauce,Pantry,90
984,2025-06-18,G08,Pasta,Pantry,120
984,2025-06-18,G09,Tomato Sauce,Pantry,90
984,2025-06-18,G10,Parmesan Cheese,Dairy,400
985,2025-05-29,G06,Tea Leaves,Beverages,200
986,2025-05-19,G09,Tomato Sauce,Pantry,90
986,2025-05-19,G12,Salsa Dip,Snacks,200
986,2025-05-19,G01,White Bread,Bakery,60
987,2025-01-14,G05,Coffee,Beverages,450
987,2025-01-14,G07,Sugar 1kg,Pantry,150
988,2025-06-10,G01,White Bread,Bakery,60
988,2025-06-10,G02,Butter,Dairy,180
988,2025-06-10,G03,Milk 1L,Dairy,120
988,2025-06-10,G04,Eggs (Tray),Dairy,350
989,2025-06-07,G01,White Bread,Bakery,60
989,2025-06-07,G02,Butter,Dairy,180
989,2025-06-07,G03,Milk 1L,Dairy,120
990,2025-01-26,G18,Rice 2kg,Pantry,250
990,2025-01-26,G19,Cooking Oil 1L,Pantry,300
990,2025-01-26,G20,Onions 1kg,Produce,80
991,2025-01-11,G08,Pasta,Pantry,120
991,2025-01-11,G09,Tomato Sauce,Pantry,90
992,2025-02-27,G05,Coffee,Beverages,450
992,2025-02-27,G07,Sugar 1kg,Pantry,150
993,2025-01-23,G16,Baby Wipes,Baby Care,350
993,2025-01-23,G15,Beer (6-Pack),Alcohol,800
993,2025-01-23,G02,Butter,Dairy,180
994,2025-06-27,G17,Baby Formula,Baby Care,1500
994,2025-06-27,G11,Potato Chips,Snacks,150
994,2025-06-27,G02,Butter,Dairy,180
994,2025-06-27,G04,Eggs (Tray),Dairy,350
995,2025-03-23,G16,Baby Wipes,Baby Care,350
995,2025-03-23,G13,Soda 2L,Beverages,150
995,2025-03-23,G07,Sugar 1kg,Pantry,150
995,2025-03-23,G20,Onions 1kg,Produce,80
996,2025-02-24,G01,White Bread,Bakery,60
996,2025-02-24,G02,Butter,Dairy,180
996,2025-02-24,G03,Milk 1L,Dairy,120
996,2025-02-24,G04,Eggs (Tray),Dairy,350
997,2025-02-07,G14,Baby Diapers,Baby Care,1200
998,2025-05-28,G05,Coffee,Beverages,450
999,2025-03-23,G16,Baby Wipes,Baby Care,350
999,2025-03-23,G14,Baby Diapers,Baby Care,1200
999,2025-03-23,G17,Baby Formula,Baby Care,1500
1000,2025-02-20,G06,Tea Leaves,Beverages,200
1001,2025-05-30,G14,Baby Diapers,Baby Care,1200
1001,2025-05-30,G15,Beer (6-Pack),Alcohol,800
1002,2025-06-03,G08,Pasta,Pantry,120
1003,2025-03-05,G16,Baby Wipes,Baby Care,350
1003,2025-03-05,G14,Baby Diapers,Baby Care,1200
1004,2025-06-10,G01,White Bread,Bakery,60
1004,2025-06-10,G02,Butter,Dairy,180
1004,2025-06-10,G03,Milk 1L,Dairy,120
1005,2025-05-18,G14,Baby Diapers,Baby Care,1200
1005,2025-05-18,G15,Beer (6-Pack),Alcohol,800
1006,2025-01-30,G02,Butter,Dairy,180
1006,2025-01-30,G20,Onions 1kg,Produce,80
1006,2025-01-30,G16,Baby Wipes,Baby Care,350
1006,2025-01-30,G03,Milk 1L,Dairy,120
1007,2025-05-29,G18,Rice 2kg,Pantry,250
1007,2025-05-29,G19,Cooking Oil 1L,Pantry,300
1007,2025-05-29,G20,Onions 1kg,Produce,80
1008,2025-02-24,G05,Coffee,Beverages,450
1008,2025-02-24,G07,Sugar 1kg,Pantry,150
1009,2025-04-10,G02,Butter,Dairy,180
1010,2025-04-29,G11,Potato Chips,Snacks,150
1010,2025-04-29,G12,Salsa Dip,Snacks,200
1010,2025-04-29,G13,Soda 2L,Beverages,150
1011,2025-01-15,G11,Potato Chips,Snacks,150
1011,2025-01-15,G12,Salsa Dip,Snacks,200
1011,2025-01-15,G13,Soda 2L,Beverages,150
1012,2025-01-16,G05,Coffee,Beverages,450
1012,2025-01-16,G07,Sugar 1kg,Pantry,150
1013,2025-06-13,G05,Coffee,Beverages,450
1013,2025-06-13,G11,Potato Chips,Snacks,150
1013,2025-06-13,G09,Tomato Sauce,Pantry,90
1013,2025-06-13,G06,Tea Leaves,Beverages,200
1014,2025-01-13,G01,White Bread,Bakery,60
1014,2025-01-13,G02,Butter,Dairy,180
1014,2025-01-13,G03,Milk 1L,Dairy,120
1014,2025-01-13,G04,Eggs (Tray),Dairy,350
1015,2025-01-25,G14,Baby Diapers,Baby Care,1200
1015,2025-01-25,G15,Beer (6-Pack),Alcohol,800
1016,2025-04-21,G07,Sugar 1kg,Pantry,150
1016,2025-04-21,G10,Parmesan Cheese,Dairy,400
1016,2025-04-21,G01,White Bread,Bakery,60
1016,2025-04-21,G06,Tea Leaves,Beverages,200
1017,2025-03-19,G08,Pasta,Pantry,120
1017,2025-03-19,G09,Tomato Sauce,Pantry,90
1017,2025-03-19,G10,Parmesan Cheese,Dairy,400
1017,2025-03-19,G15,Beer (6-Pack),Alcohol,800
1018,2025-02-13,G15,Beer (6-Pack),Alcohol,800
1018,2025-02-13,G19,Cooking Oil 1L,Pantry,300
1018,2025-02-13,G12,Salsa Dip,Snacks,200
1019,2025-06-28,G11,Potato Chips,Snacks,150
1019,2025-06-28,G12,Salsa Dip,Snacks,200
1019,2025-06-28,G13,Soda 2L,Beverages,150
1020,2025-05-11,G16,Baby Wipes,Baby Care,350
1020,2025-05-11,G14,Baby Diapers,Baby Care,1200
1020,2025-05-11,G17,Baby Formula,Baby Care,1500
1021,2025-03-19,G05,Coffee,Beverages,450
1021,2025-03-19,G07,Sugar 1kg,Pantry,150
1022,2025-06-12,G02,Butter,Dairy,180
1022,2025-06-12,G01,White Bread,Bakery,60
1022,2025-06-12,G04,Eggs (Tray),Dairy,350
1022,2025-06-12,G13,Soda 2L,Beverages,150
1023,2025-02-05,G11,Potato Chips,Snacks,150
1023,2025-02-05,G08,Pasta,Pantry,120
1024,2025-06-12,G14,Baby Diapers,Baby Care,1200
1024,2025-06-12,G08,Pasta,Pantry,120
1024,2025-06-12,G20,Onions 1kg,Produce,80
1025,2025-04-16,G14,Baby Diapers,Baby Care,1200
1025,2025-04-16,G12,Salsa Dip,Snacks,200
1025,2025-04-16,G13,Soda 2L,Beverages,150
1026,2025-02-02,G01,White Bread,Bakery,60
1026,2025-02-02,G02,Butter,Dairy,180
1026,2025-02-02,G03,Milk 1L,Dairy,120
1027,2025-01-13,G05,Coffee,Beverages,450
1027,2025-01-13,G07,Sugar 1kg,Pantry,150
1028,2025-06-20,G03,Milk 1L,Dairy,120
1028,2025-06-20,G19,Cooking Oil 1L,Pantry,300
1028,2025-06-20,G18,Rice 2kg,Pantry,250
1028,2025-06-20,G02,Butter,Dairy,180
1029,2025-05-21,G12,Salsa Dip,Snacks,200
1029,2025-05-21,G08,Pasta,Pantry,120
1029,2025-05-21,G13,Soda 2L,Beverages,150
1029,2025-05-21,G05,Coffee,Beverages,450
1030,2025-05-14,G14,Baby Diapers,Baby Care,1200
1030,2025-05-14,G15,Beer (6-Pack),Alcohol,800
1031,2025-03-07,G16,Baby Wipes,Baby Care,350
1031,2025-03-07,G14,Baby Diapers,Baby Care,1200
1032,2025-06-23,G13,Soda 2L,Beverages,150
1033,2025-01-17,G06,Tea Leaves,Beverages,200
1033,2025-01-17,G01,White Bread,Bakery,60
1034,2025-04-03,G05,Coffee,Beverages,450
1034,2025-04-03,G07,Sugar 1kg,Pantry,150
1035,2025-02-15,G05,Coffee,Beverages,450
1035,2025-02-15,G07,Sugar 1kg,Pantry,150
1036,2025-01-20,G08,Pasta,Pantry,120
1037,2025-01-16,G08,Pasta,Pantry,120
1037,2025-01-16,G09,Tomato Sauce,Pantry,90
1037,2025-01-16,G10,Parmesan Cheese,Dairy,400
1038,2025-04-05,G05,Coffee,Beverages,450
1039,2025-06-07,G07,Sugar 1kg,Pantry,150
1040,2025-02-16,G18,Rice 2kg,Pantry,250
1040,2025-02-16,G19,Cooking Oil 1L,Pantry,300
1040,2025-02-16,G20,Onions 1kg,Produce,80
1041,2025-03-30,G03,Milk 1L,Dairy,120
1041,2025-03-30,G13,Soda 2L,Beverages,150
1041,2025-03-30,G02,Butter,Dairy,180
1041,2025-03-30,G18,Rice 2kg,Pantry,250
1042,2025-02-24,G05,Coffee,Beverages,450
1042,2025-02-24,G01,White Bread,Bakery,60
1042,2025-02-24,G07,Sugar 1kg,Pantry,150
1042,2025-02-24,G20,Onions 1kg,Produce,80
1043,2025-01-11,G18,Rice 2kg,Pantry,250
1043,2025-01-11,G12,Salsa Dip,Snacks,200
1044,2025-06-25,G12,Salsa Dip,Snacks,200
1044,2025-06-25,G01,White Bread,Bakery,60
1044,2025-06-25,G09,Tomato Sauce,Pantry,90
1044,2025-06-25,G18,Rice 2kg,Pantry,250
1045,2025-01-25,G13,Soda 2L,Beverages,150
1045,2025-01-25,G03,Milk 1L,Dairy,120
1045,2025-01-25,G12,Salsa Dip,Snacks,200
1045,2025-01-25,G17,Baby Formula,Baby Care,1500
1046,2025-04-23,G14,Baby Diapers,Baby Care,1200
1046,2025-04-23,G20,Onions 1kg,Produce,80
1046,2025-04-23,G11,Potato Chips,Snacks,150
1046,2025-04-23,G16,Baby Wipes,Baby Care,350
1047,2025-03-17,G03,Milk 1L,Dairy,120
1047,2025-03-17,G18,Rice 2kg,Pantry,250
1047,2025-03-17,G02,Butter,Dairy,180
1048,2025-03-22,G12,Salsa Dip,Snacks,200
1048,2025-03-22,G02,Butter,Dairy,180
1049,2025-04-17,G16,Baby Wipes,Baby Care,350
1050,2025-05-20,G12,Salsa Dip,Snacks,200
1051,2025-03-25,G19,Cooking Oil 1L,Pantry,300
1052,2025-03-26,G17,Baby Formula,Baby Care,1500
1053,2025-03-03,G08,Pasta,Pantry,120
1053,2025-03-03,G09,Tomato Sauce,Pantry,90
1053,2025-03-03,G10,Parmesan Cheese,Dairy,400
1054,2025-05-20,G05,Coffee,Beverages,450
1054,2025-05-20,G07,Sugar 1kg,Pantry,150
1055,2025-06-11,G18,Rice 2kg,Pantry,250
1055,2025-06-11,G19,Cooking Oil 1L,Pantry,300
1055,2025-06-11,G20,Onions 1kg,Produce,80
1056,2025-05-08,G14,Baby Diapers,Baby Care,1200
1056,2025-05-08,G15,Beer (6-Pack),Alcohol,800
1057,2025-03-14,G14,Baby Diapers,Baby Care,1200
1057,2025-03-14,G15,Beer (6-Pack),Alcohol,800
1058,2025-04-08,G12,Salsa Dip,Snacks,200
1058,2025-04-08,G20,Onions 1kg,Produce,80
1058,2025-04-08,G03,Milk 1L,Dairy,120
1059,2025-05-03,G18,Rice 2kg,Pantry,250
1059,2025-05-03,G19,Cooking Oil 1L,Pantry,300
1059,2025-05-03,G20,Onions 1kg,Produce,80
1060,2025-01-31,G01,White Bread,Bakery,60
1060,2025-01-31,G02,Butter,Dairy,180
1060,2025-01-31,G03,Milk 1L,Dairy,120
1061,2025-01-25,G14,Baby Diapers,Baby Care,1200
1061,2025-01-25,G15,Beer (6-Pack),Alcohol,800
1062,2025-06-02,G08,Pasta,Pantry,120
1062,2025-06-02,G09,Tomato Sauce,Pantry,90
1062,2025-06-02,G10,Parmesan Cheese,Dairy,400
