employee_id,department,years_of_experience,monthly_salary_kes,training_hours_per_year,num_direct_reports,performance_score
511,Engineering,12.7,121604.0,18.4,2.0,2.4
512,Sales,7.9,141847.0,72.6,1.0,2.6
513,Engineering,5.2,113404.0,28.2,1.0,3.0
514,Finance,12.8,100372.0,78.5,-0.0,4.0
515,Sales,2.9,130322.0,39.5,1.0,2.9
516,Engineering,7.3,196446.0,52.6,1.0,2.9
517,Sales,2.2,46322.0,35.6,0.0,4.0
518,Engineering,12.3,151365.0,28.5,3.0,1.9
519,Engineering,8.7,138386.0,14.6,0.0,3.1
520,Engineering,7.5,115498.0,51.9,1.0,5.0
521,HR,11.1,145288.0,15.6,2.0,3.2
522,Finance,6.2,73099.0,2.5,1.0,3.2
523,Sales,9.5,115984.0,21.5,3.0,4.1
524,Sales,1.0,59202.0,43.7,0.0,3.7
525,Finance,4.4,184766.0,34.0,-0.0,3.3
526,Sales,1.8,66704.0,38.7,-0.0,3.6
527,Operations,2.6,86752.0,12.2,0.0,2.7
528,Engineering,1.0,62778.0,51.1,0.0,3.4
529,Operations,18.1,321190.0,34.7,9.0,3.6
530,Operations,7.9,345798.0,49.4,7.0,4.3
531,Operations,0.0,89139.0,41.8,0.0,
532,HR,3.6,134765.0,37.5,3.0,3.6
533,Operations,6.9,235634.0,54.0,1.0,1.0
534,Finance,7.0,119626.0,33.0,2.0,4.9
535,Sales,1.1,93446.0,24.0,0.0,2.7
536,Engineering,0.4,73786.0,39.6,-0.0,
537,Engineering,9.8,132667.0,27.7,1.0,2.7
538,Engineering,8.9,119404.0,25.8,1.0,2.9
539,Finance,6.7,105205.0,27.4,-0.0,3.7
540,Operations,0.8,56276.0,53.3,0.0,3.9
541,Finance,9.2,95060.0,0.0,2.0,3.4
542,Finance,11.7,161042.0,49.5,-0.0,4.0
543,HR,0.8,75794.0,28.6,0.0,4.7
544,Finance,12.2,133088.0,25.5,1.0,4.0
545,Engineering,7.1,147963.0,22.9,-0.0,3.4
546,Sales,6.9,139460.0,5.9,0.0,4.5
547,Operations,15.8,261213.0,39.9,7.0,4.1
548,Operations,10.9,143795.0,44.3,0.0,1.2
549,Engineering,1.3,77989.0,41.6,-0.0,2.7
550,HR,14.9,120072.0,50.5,-0.0,3.7
551,Operations,15.8,355276.0,36.0,10.0,3.2
552,Operations,7.0,149923.0,5.3,3.0,2.7
553,Engineering,7.5,144163.0,18.6,0.0,1.2
554,Finance,7.6,144230.0,15.0,4.0,2.8
555,Sales,10.4,111866.0,16.9,0.0,3.4
556,Finance,12.3,78553.0,12.1,0.0,3.7
557,Finance,7.2,189233.0,38.9,0.0,4.2
558,Sales,1.5,78932.0,60.1,-0.0,3.1
559,Finance,2.2,80941.0,33.9,0.0,4.3
560,HR,1.1,71502.0,34.0,-0.0,2.7
561,Engineering,14.7,89004.0,17.0,-0.0,4.8
562,Sales,23.9,416086.0,45.4,11.0,2.5
563,HR,8.8,72370.0,5.5,2.0,3.7
564,Engineering,2.6,91609.0,40.5,0.0,3.9
565,Operations,4.1,77879.0,13.3,0.0,4.5
566,Operations,3.3,79815.0,32.7,0.0,2.9
567,Sales,3.1,66425.0,26.6,-0.0,3.1
568,HR,11.7,194053.0,48.4,1.0,3.2
569,Sales,5.0,164244.0,14.3,0.0,3.9
570,Operations,1.1,26952.0,30.6,0.0,3.9
571,HR,11.3,215846.0,25.7,0.0,2.8
572,Engineering,8.5,110604.0,13.9,0.0,4.3
573,Engineering,1.6,77239.0,35.2,0.0,4.1
574,Engineering,9.3,103033.0,3.5,0.0,2.3
575,Sales,1.1,76246.0,34.6,-0.0,4.0
576,HR,13.8,92029.0,24.3,1.0,3.3
577,Sales,8.8,153880.0,44.1,0.0,3.0
578,Finance,7.4,90561.0,21.1,0.0,1.8
579,Engineering,0.0,76022.0,38.3,-0.0,
580,Engineering,5.7,78870.0,4.0,1.0,4.4
581,Sales,0.3,134768.0,15.9,1.0,
582,Sales,11.3,153952.0,21.7,2.0,3.5
583,Operations,2.2,40677.0,29.9,0.0,2.8
584,Engineering,0.6,43669.0,41.2,1.0,3.6
585,Sales,6.6,139489.0,40.9,2.0,4.1
586,Finance,1.3,47692.0,20.5,-0.0,3.3
587,Engineering,10.7,114696.0,10.0,2.0,3.7
588,Finance,9.7,149963.0,25.9,0.0,3.6
589,Sales,1.7,74080.0,25.3,-0.0,2.3
590,HR,7.8,159754.0,79.6,0.0,4.4
591,Engineering,21.0,369296.0,49.3,5.0,2.6
592,Engineering,16.2,354492.0,27.7,9.0,3.5
593,Operations,5.0,153718.0,20.0,0.0,3.3
594,Operations,3.2,78026.0,0.0,1.0,2.7
595,Sales,5.7,94555.0,35.5,2.0,3.5
596,Engineering,2.5,89940.0,28.8,-0.0,2.7
597,Operations,10.9,146096.0,10.5,0.0,2.0
598,Operations,1.3,60995.0,38.0,-0.0,3.9
599,Finance,2.3,79015.0,37.0,0.0,3.6
600,Operations,4.1,185392.0,42.9,0.0,4.1
601,Engineering,1.7,77456.0,32.0,-0.0,4.1
602,Sales,7.3,106629.0,5.2,0.0,2.3
603,Operations,15.2,301237.0,50.0,5.0,4.3
604,Operations,7.0,86785.0,64.2,0.0,2.8
605,Engineering,14.8,182338.0,43.9,4.0,2.6
606,Engineering,0.9,117837.0,3.9,-0.0,3.3
607,Finance,18.9,384079.0,46.9,6.0,4.6
608,Sales,10.8,126670.0,8.1,1.0,3.2
609,Finance,1.4,90721.0,30.1,0.0,3.6
610,Finance,8.5,107067.0,27.2,-0.0,3.0
611,Engineering,4.7,123432.0,33.9,0.0,4.6
612,Engineering,0.0,70581.0,31.3,1.0,
613,Finance,10.1,98446.0,13.0,0.0,3.2
614,Engineering,7.8,140472.0,35.1,-0.0,3.9
615,Finance,19.2,142445.0,51.9,1.0,4.7
616,Engineering,7.0,140440.0,8.0,2.0,2.7
617,Operations,7.0,138407.0,54.4,0.0,2.8
618,Engineering,1.4,114514.0,44.5,1.0,1.7
619,Operations,0.6,73077.0,24.1,0.0,4.1
620,Sales,0.9,68442.0,34.8,0.0,4.0
621,Engineering,7.0,123202.0,17.1,1.0,4.9
622,Engineering,1.9,57558.0,28.6,-0.0,2.4
623,Operations,6.2,83795.0,0.0,-0.0,3.8
624,Engineering,5.0,116459.0,34.7,0.0,2.5
625,Sales,11.5,111538.0,34.9,1.0,2.5
626,Engineering,12.0,186981.0,42.2,9.0,3.2
627,Operations,4.2,112316.0,2.8,-0.0,2.8
628,HR,1.5,59022.0,28.6,0.0,3.4
629,Engineering,9.1,132513.0,22.5,0.0,1.9
630,Engineering,13.1,162606.0,50.3,0.0,4.9
631,Sales,6.8,120346.0,31.5,2.0,3.9
632,Operations,7.7,129704.0,28.0,2.0,5.0
633,Finance,6.5,75272.0,1.2,-0.0,5.0
634,Engineering,9.9,157671.0,19.2,0.0,4.1
635,Sales,1.6,114519.0,35.8,0.0,4.2
636,Engineering,10.9,99165.0,23.7,0.0,4.1
637,Operations,10.1,120390.0,33.3,2.0,3.5
638,Operations,10.2,117263.0,14.7,1.0,3.8
639,Engineering,21.4,263650.0,39.7,14.0,2.0
640,Sales,1.8,67529.0,28.4,-0.0,2.3
641,Engineering,5.4,77684.0,5.1,3.0,2.0
642,Sales,7.3,98521.0,3.7,-0.0,3.6
643,Sales,1.1,69281.0,30.0,0.0,3.6
644,Engineering,4.3,117168.0,1.7,0.0,3.3
645,Finance,12.4,152665.0,19.9,2.0,1.9
646,Sales,12.4,109947.0,28.0,2.0,3.2
647,Engineering,1.0,42970.0,39.0,-0.0,4.7
648,Finance,1.1,57110.0,27.2,0.0,1.0
649,Sales,10.3,136933.0,29.9,2.0,3.6
650,Engineering,9.9,138686.0,91.4,1.0,4.0
