receipt_id,transaction_date,item_id,item_name,category,price_kes
874,2025-05-04,D13,Antiseptic Cream,First Aid,200
875,2025-06-12,D16,Multivitamin Gummies,Supplements,500
875,2025-06-12,D07,Face Masks,Hygiene,200
875,2025-06-12,D05,Vitamin C Tablets,Supplements,400
875,2025-06-12,D12,Bandages,First Aid,150
876,2025-06-10,D02,Ibuprofen,Pain Relief,150
877,2025-06-22,D03,Cold & Flu Syrup,Cold Remedy,350
878,2025-05-19,D03,Cold & Flu Syrup,Cold Remedy,350
879,2025-04-10,D12,Bandages,First Aid,150
879,2025-04-10,D13,Antiseptic Cream,First Aid,200
880,2025-02-27,D08,Sunscreen SPF50,Skincare,800
880,2025-02-27,D09,Aloe Vera Gel,Skincare,350
881,2025-05-07,D10,Reading Glasses,Vision,600
881,2025-05-07,D17,Reading Puzzle Book,Stationery/Leisure,300
882,2025-04-21,D06,Hand Sanitizer,Hygiene,150
883,2025-04-13,D06,Hand Sanitizer,Hygiene,150
883,2025-04-13,D08,Sunscreen SPF50,Skincare,800
883,2025-04-13,D10,Reading Glasses,Vision,600
884,2025-05-10,D04,Tissues,Cold Remedy,100
884,2025-05-10,D11,Eye Drops,Vision,250
884,2025-05-10,D08,Sunscreen SPF50,Skincare,800
885,2025-05-29,D13,Antiseptic Cream,First Aid,200
885,2025-05-29,D06,Hand Sanitizer,Hygiene,150
885,2025-05-29,D07,Face Masks,Hygiene,200
885,2025-05-29,D17,Reading Puzzle Book,Stationery/Leisure,300
886,2025-04-28,D10,Reading Glasses,Vision,600
887,2025-03-16,D11,Eye Drops,Vision,250
888,2025-01-29,D06,Hand Sanitizer,Hygiene,150
889,2025-01-08,D05,Vitamin C Tablets,Supplements,400
889,2025-01-08,D12,Bandages,First Aid,150
889,2025-01-08,D07,Face Masks,Hygiene,200
889,2025-01-08,D08,Sunscreen SPF50,Skincare,800
890,2025-05-16,D14,Baby Lotion,Baby Care,350
890,2025-05-16,D07,Face Masks,Hygiene,200
891,2025-01-09,D05,Vitamin C Tablets,Supplements,400
891,2025-01-09,D16,Multivitamin Gummies,Supplements,500
892,2025-05-17,D10,Reading Glasses,Vision,600
892,2025-05-17,D17,Reading Puzzle Book,Stationery/Leisure,300
892,2025-05-17,D11,Eye Drops,Vision,250
893,2025-04-08,D12,Bandages,First Aid,150
893,2025-04-08,D13,Antiseptic Cream,First Aid,200
894,2025-04-26,D06,Hand Sanitizer,Hygiene,150
894,2025-04-26,D07,Face Masks,Hygiene,200
895,2025-02-16,D11,Eye Drops,Vision,250
895,2025-02-16,D03,Cold & Flu Syrup,Cold Remedy,350
895,2025-02-16,D09,Aloe Vera Gel,Skincare,350
895,2025-02-16,D08,Sunscreen SPF50,Skincare,800
896,2025-06-10,D03,Cold & Flu Syrup,Cold Remedy,350
897,2025-03-30,D16,Multivitamin Gummies,Supplements,500
897,2025-03-30,D07,Face Masks,Hygiene,200
898,2025-05-01,D01,Paracetamol,Pain Relief,100
899,2025-04-18,D14,Baby Lotion,Baby Care,350
899,2025-04-18,D15,Baby Diapers,Baby Care,1200
900,2025-04-29,D08,Sunscreen SPF50,Skincare,800
900,2025-04-29,D09,Aloe Vera Gel,Skincare,350
901,2025-04-03,D10,Reading Glasses,Vision,600
901,2025-04-03,D17,Reading Puzzle Book,Stationery/Leisure,300
901,2025-04-03,D11,Eye Drops,Vision,250
902,2025-01-09,D10,Reading Glasses,Vision,600
902,2025-01-09,D17,Reading Puzzle Book,Stationery/Leisure,300
903,2025-02-17,D14,Baby Lotion,Baby Care,350
903,2025-02-17,D15,Baby Diapers,Baby Care,1200
904,2025-03-03,D05,Vitamin C Tablets,Supplements,400
905,2025-01-04,D10,Reading Glasses,Vision,600
905,2025-01-04,D15,Baby Diapers,Baby Care,1200
906,2025-01-08,D14,Baby Lotion,Baby Care,350
906,2025-01-08,D15,Baby Diapers,Baby Care,1200
907,2025-01-18,D05,Vitamin C Tablets,Supplements,400
907,2025-01-18,D16,Multivitamin Gummies,Supplements,500
908,2025-02-05,D02,Ibuprofen,Pain Relief,150
908,2025-02-05,D10,Reading Glasses,Vision,600
908,2025-02-05,D05,Vitamin C Tablets,Supplements,400
908,2025-02-05,D13,Antiseptic Cream,First Aid,200
909,2025-06-16,D14,Baby Lotion,Baby Care,350
909,2025-06-16,D15,Baby Diapers,Baby Care,1200
910,2025-06-20,D06,Hand Sanitizer,Hygiene,150
910,2025-06-20,D07,Face Masks,Hygiene,200
911,2025-05-17,D05,Vitamin C Tablets,Supplements,400
911,2025-05-17,D04,Tissues,Cold Remedy,100
911,2025-05-17,D07,Face Masks,Hygiene,200
912,2025-02-02,D05,Vitamin C Tablets,Supplements,400
912,2025-02-02,D16,Multivitamin Gummies,Supplements,500
913,2025-04-21,D05,Vitamin C Tablets,Supplements,400
914,2025-02-24,D03,Cold & Flu Syrup,Cold Remedy,350
914,2025-02-24,D04,Tissues,Cold Remedy,100
914,2025-02-24,D05,Vitamin C Tablets,Supplements,400
915,2025-01-20,D10,Reading Glasses,Vision,600
915,2025-01-20,D16,Multivitamin Gummies,Supplements,500
915,2025-01-20,D04,Tissues,Cold Remedy,100
916,2025-01-14,D13,Antiseptic Cream,First Aid,200
916,2025-01-14,D07,Face Masks,Hygiene,200
917,2025-01-15,D06,Hand Sanitizer,Hygiene,150
918,2025-03-15,D11,Eye Drops,Vision,250
919,2025-03-29,D03,Cold & Flu Syrup,Cold Remedy,350
920,2025-04-25,D10,Reading Glasses,Vision,600
920,2025-04-25,D17,Reading Puzzle Book,Stationery/Leisure,300
921,2025-02-01,D07,Face Masks,Hygiene,200
922,2025-06-12,D03,Cold & Flu Syrup,Cold Remedy,350
922,2025-06-12,D04,Tissues,Cold Remedy,100
922,2025-06-12,D05,Vitamin C Tablets,Supplements,400
923,2025-02-06,D05,Vitamin C Tablets,Supplements,400
923,2025-02-06,D16,Multivitamin Gummies,Supplements,500
924,2025-01-06,D09,Aloe Vera Gel,Skincare,350
925,2025-03-19,D12,Bandages,First Aid,150
925,2025-03-19,D05,Vitamin C Tablets,Supplements,400
925,2025-03-19,D11,Eye Drops,Vision,250
925,2025-03-19,D08,Sunscreen SPF50,Skincare,800
926,2025-02-27,D13,Antiseptic Cream,First Aid,200
926,2025-02-27,D06,Hand Sanitizer,Hygiene,150
926,2025-02-27,D14,Baby Lotion,Baby Care,350
927,2025-02-20,D14,Baby Lotion,Baby Care,350
927,2025-02-20,D15,Baby Diapers,Baby Care,1200
928,2025-06-24,D12,Bandages,First Aid,150
928,2025-06-24,D13,Antiseptic Cream,First Aid,200
929,2025-03-16,D15,Baby Diapers,Baby Care,1200
930,2025-03-05,D10,Reading Glasses,Vision,600
931,2025-03-08,D12,Bandages,First Aid,150
931,2025-03-08,D13,Antiseptic Cream,First Aid,200
932,2025-06-26,D05,Vitamin C Tablets,Supplements,400
932,2025-06-26,D01,Paracetamol,Pain Relief,100
932,2025-06-26,D12,Bandages,First Aid,150
932,2025-06-26,D06,Hand Sanitizer,Hygiene,150
933,2025-02-01,D14,Baby Lotion,Baby Care,350
933,2025-02-01,D15,Baby Diapers,Baby Care,1200
934,2025-06-11,D03,Cold & Flu Syrup,Cold Remedy,350
934,2025-06-11,D04,Tissues,Cold Remedy,100
935,2025-02-13,D06,Hand Sanitizer,Hygiene,150
935,2025-02-13,D07,Face Masks,Hygiene,200
935,2025-02-13,D05,Vitamin C Tablets,Supplements,400
936,2025-04-29,D03,Cold & Flu Syrup,Cold Remedy,350
936,2025-04-29,D04,Tissues,Cold Remedy,100
936,2025-04-29,D05,Vitamin C Tablets,Supplements,400
937,2025-03-07,D08,Sunscreen SPF50,Skincare,800
937,2025-03-07,D09,Aloe Vera Gel,Skincare,350
938,2025-05-19,D12,Bandages,First Aid,150
938,2025-05-19,D13,Antiseptic Cream,First Aid,200
939,2025-03-25,D03,Cold & Flu Syrup,Cold Remedy,350
939,2025-03-25,D01,Paracetamol,Pain Relief,100
939,2025-03-25,D13,Antiseptic Cream,First Aid,200
939,2025-03-25,D06,Hand Sanitizer,Hygiene,150
940,2025-04-02,D03,Cold & Flu Syrup,Cold Remedy,350
940,2025-04-02,D16,Multivitamin Gummies,Supplements,500
940,2025-04-02,D10,Reading Glasses,Vision,600
941,2025-01-28,D07,Face Masks,Hygiene,200
941,2025-01-28,D16,Multivitamin Gummies,Supplements,500
941,2025-01-28,D02,Ibuprofen,Pain Relief,150
941,2025-01-28,D17,Reading Puzzle Book,Stationery/Leisure,300
942,2025-06-26,D10,Reading Glasses,Vision,600
942,2025-06-26,D17,Reading Puzzle Book,Stationery/Leisure,300
943,2025-06-22,D11,Eye Drops,Vision,250
943,2025-06-22,D07,Face Masks,Hygiene,200
944,2025-06-15,D12,Bandages,First Aid,150
944,2025-06-15,D13,Antiseptic Cream,First Aid,200
945,2025-05-21,D05,Vitamin C Tablets,Supplements,400
945,2025-05-21,D16,Multivitamin Gummies,Supplements,500
946,2025-05-23,D10,Reading Glasses,Vision,600
946,2025-05-23,D17,Reading Puzzle Book,Stationery/Leisure,300
947,2025-06-29,D08,Sunscreen SPF50,Skincare,800
947,2025-06-29,D14,Baby Lotion,Baby Care,350
947,2025-06-29,D03,Cold & Flu Syrup,Cold Remedy,350
948,2025-01-29,D03,Cold & Flu Syrup,Cold Remedy,350
948,2025-01-29,D04,Tissues,Cold Remedy,100
949,2025-02-24,D11,Eye Drops,Vision,250
949,2025-02-24,D01,Paracetamol,Pain Relief,100
949,2025-02-24,D15,Baby Diapers,Baby Care,1200
950,2025-06-17,D02,Ibuprofen,Pain Relief,150
950,2025-06-17,D09,Aloe Vera Gel,Skincare,350
950,2025-06-17,D03,Cold & Flu Syrup,Cold Remedy,350
950,2025-06-17,D17,Reading Puzzle Book,Stationery/Leisure,300
951,2025-05-11,D14,Baby Lotion,Baby Care,350
951,2025-05-11,D12,Bandages,First Aid,150
951,2025-05-11,D08,Sunscreen SPF50,Skincare,800
952,2025-05-27,D08,Sunscreen SPF50,Skincare,800
952,2025-05-27,D09,Aloe Vera Gel,Skincare,350
952,2025-05-27,D15,Baby Diapers,Baby Care,1200
953,2025-01-11,D03,Cold & Flu Syrup,Cold Remedy,350
953,2025-01-11,D04,Tissues,Cold Remedy,100
953,2025-01-11,D05,Vitamin C Tablets,Supplements,400
953,2025-01-11,D17,Reading Puzzle Book,Stationery/Leisure,300
954,2025-06-27,D06,Hand Sanitizer,Hygiene,150
955,2025-01-29,D05,Vitamin C Tablets,Supplements,400
956,2025-02-16,D03,Cold & Flu Syrup,Cold Remedy,350
956,2025-02-16,D04,Tissues,Cold Remedy,100
957,2025-02-08,D14,Baby Lotion,Baby Care,350
957,2025-02-08,D15,Baby Diapers,Baby Care,1200
958,2025-01-22,D11,Eye Drops,Vision,250
959,2025-01-09,D17,Reading Puzzle Book,Stationery/Leisure,300
960,2025-02-16,D01,Paracetamol,Pain Relief,100
960,2025-02-16,D03,Cold & Flu Syrup,Cold Remedy,350
960,2025-02-16,D09,Aloe Vera Gel,Skincare,350
960,2025-02-16,D13,Antiseptic Cream,First Aid,200
961,2025-04-04,D04,Tissues,Cold Remedy,100
961,2025-04-04,D16,Multivitamin Gummies,Supplements,500
962,2025-03-06,D14,Baby Lotion,Baby Care,350
963,2025-05-15,D12,Bandages,First Aid,150
963,2025-05-15,D13,Antiseptic Cream,First Aid,200
963,2025-05-15,D16,Multivitamin Gummies,Supplements,500
964,2025-05-29,D01,Paracetamol,Pain Relief,100
964,2025-05-29,D16,Multivitamin Gummies,Supplements,500
965,2025-01-17,D14,Baby Lotion,Baby Care,350
966,2025-06-18,D15,Baby Diapers,Baby Care,1200
967,2025-02-09,D05,Vitamin C Tablets,Supplements,400
967,2025-02-09,D16,Multivitamin Gummies,Supplements,500
967,2025-02-09,D07,Face Masks,Hygiene,200
968,2025-01-09,D10,Reading Glasses,Vision,600
968,2025-01-09,D12,Bandages,First Aid,150
968,2025-01-09,D16,Multivitamin Gummies,Supplements,500
968,2025-01-09,D03,Cold & Flu Syrup,Cold Remedy,350
969,2025-06-07,D06,Hand Sanitizer,Hygiene,150
969,2025-06-07,D07,Face Masks,Hygiene,200
970,2025-03-31,D10,Reading Glasses,Vision,600
970,2025-03-31,D17,Reading Puzzle Book,Stationery/Leisure,300
971,2025-02-22,D14,Baby Lotion,Baby Care,350
971,2025-02-22,D15,Baby Diapers,Baby Care,1200
972,2025-04-07,D10,Reading Glasses,Vision,600
972,2025-04-07,D17,Reading Puzzle Book,Stationery/Leisure,300
973,2025-01-08,D16,Multivitamin Gummies,Supplements,500
973,2025-01-08,D01,Paracetamol,Pain Relief,100
974,2025-05-01,D14,Baby Lotion,Baby Care,350
974,2025-05-01,D15,Baby Diapers,Baby Care,1200
975,2025-04-04,D06,Hand Sanitizer,Hygiene,150
975,2025-04-04,D07,Face Masks,Hygiene,200
976,2025-06-10,D12,Bandages,First Aid,150
976,2025-06-10,D13,Antiseptic Cream,First Aid,200
977,2025-04-05,D12,Bandages,First Aid,150
978,2025-01-18,D15,Baby Diapers,Baby Care,1200
978,2025-01-18,D10,Reading Glasses,Vision,600
979,2025-04-02,D10,Reading Glasses,Vision,600
979,2025-04-02,D17,Reading Puzzle Book,Stationery/Leisure,300
979,2025-04-02,D11,Eye Drops,Vision,250
980,2025-01-21,D01,Paracetamol,Pain Relief,100
980,2025-01-21,D12,Bandages,First Aid,150
980,2025-01-21,D05,Vitamin C Tablets,Supplements,400
981,2025-05-24,D01,Paracetamol,Pain Relief,100
982,2025-06-23,D06,Hand Sanitizer,Hygiene,150
982,2025-06-23,D07,Face Masks,Hygiene,200
983,2025-05-26,D10,Reading Glasses,Vision,600
983,2025-05-26,D17,Reading Puzzle Book,Stationery/Leisure,300
984,2025-02-13,D06,Hand Sanitizer,Hygiene,150
985,2025-01-22,D01,Paracetamol,Pain Relief,100
985,2025-01-22,D16,Multivitamin Gummies,Supplements,500
985,2025-01-22,D15,Baby Diapers,Baby Care,1200
985,2025-01-22,D06,Hand Sanitizer,Hygiene,150
986,2025-04-30,D06,Hand Sanitizer,Hygiene,150
986,2025-04-30,D07,Face Masks,Hygiene,200
987,2025-04-18,D08,Sunscreen SPF50,Skincare,800
987,2025-04-18,D09,Aloe Vera Gel,Skincare,350
988,2025-04-14,D10,Reading Glasses,Vision,600
988,2025-04-14,D17,Reading Puzzle Book,Stationery/Leisure,300
989,2025-06-16,D12,Bandages,First Aid,150
989,2025-06-16,D03,Cold & Flu Syrup,Cold Remedy,350
990,2025-01-02,D05,Vitamin C Tablets,Supplements,400
990,2025-01-02,D16,Multivitamin Gummies,Supplements,500
991,2025-03-14,D08,Sunscreen SPF50,Skincare,800
991,2025-03-14,D09,Aloe Vera Gel,Skincare,350
992,2025-05-22,D05,Vitamin C Tablets,Supplements,400
992,2025-05-22,D16,Multivitamin Gummies,Supplements,500
993,2025-01-27,D08,Sunscreen SPF50,Skincare,800
993,2025-01-27,D09,Aloe Vera Gel,Skincare,350
994,2025-05-16,D10,Reading Glasses,Vision,600
994,2025-05-16,D09,Aloe Vera Gel,Skincare,350
994,2025-05-16,D03,Cold & Flu Syrup,Cold Remedy,350
995,2025-06-28,D12,Bandages,First Aid,150
995,2025-06-28,D13,Antiseptic Cream,First Aid,200
996,2025-03-07,D03,Cold & Flu Syrup,Cold Remedy,350
996,2025-03-07,D04,Tissues,Cold Remedy,100
996,2025-03-07,D05,Vitamin C Tablets,Supplements,400
997,2025-05-11,D03,Cold & Flu Syrup,Cold Remedy,350
997,2025-05-11,D04,Tissues,Cold Remedy,100
997,2025-05-11,D05,Vitamin C Tablets,Supplements,400
998,2025-05-29,D10,Reading Glasses,Vision,600
998,2025-05-29,D17,Reading Puzzle Book,Stationery/Leisure,300
999,2025-03-08,D12,Bandages,First Aid,150
999,2025-03-08,D13,Antiseptic Cream,First Aid,200
1000,2025-06-26,D04,Tissues,Cold Remedy,100
1000,2025-06-26,D11,Eye Drops,Vision,250
1001,2025-04-03,D01,Paracetamol,Pain Relief,100
1002,2025-06-17,D05,Vitamin C Tablets,Supplements,400
1002,2025-06-17,D16,Multivitamin Gummies,Supplements,500
1003,2025-06-12,D03,Cold & Flu Syrup,Cold Remedy,350
1003,2025-06-12,D04,Tissues,Cold Remedy,100
1003,2025-06-12,D07,Face Masks,Hygiene,200
1004,2025-04-09,D08,Sunscreen SPF50,Skincare,800
1004,2025-04-09,D09,Aloe Vera Gel,Skincare,350
1005,2025-02-18,D07,Face Masks,Hygiene,200
1005,2025-02-18,D11,Eye Drops,Vision,250
1005,2025-02-18,D04,Tissues,Cold Remedy,100
1005,2025-02-18,D17,Reading Puzzle Book,Stationery/Leisure,300
1006,2025-02-24,D06,Hand Sanitizer,Hygiene,150
1006,2025-02-24,D07,Face Masks,Hygiene,200
1007,2025-02-01,D14,Baby Lotion,Baby Care,350
1007,2025-02-01,D15,Baby Diapers,Baby Care,1200
1008,2025-03-21,D03,Cold & Flu Syrup,Cold Remedy,350
1008,2025-03-21,D08,Sunscreen SPF50,Skincare,800
1009,2025-04-02,D06,Hand Sanitizer,Hygiene,150
1009,2025-04-02,D07,Face Masks,Hygiene,200
1010,2025-01-28,D10,Reading Glasses,Vision,600
1010,2025-01-28,D17,Reading Puzzle Book,Stationery/Leisure,300
1010,2025-01-28,D11,Eye Drops,Vision,250
1011,2025-01-23,D06,Hand Sanitizer,Hygiene,150
1011,2025-01-23,D07,Face Masks,Hygiene,200
1012,2025-02-26,D14,Baby Lotion,Baby Care,350
1012,2025-02-26,D15,Baby Diapers,Baby Care,1200
1013,2025-02-02,D03,Cold & Flu Syrup,Cold Remedy,350
1014,2025-06-02,D07,Face Masks,Hygiene,200
1014,2025-06-02,D10,Reading Glasses,Vision,600
1014,2025-06-02,D02,Ibuprofen,Pain Relief,150
1015,2025-05-30,D12,Bandages,First Aid,150
1015,2025-05-30,D13,Antiseptic Cream,First Aid,200
1016,2025-01-29,D05,Vitamin C Tablets,Supplements,400
1016,2025-01-29,D16,Multivitamin Gummies,Supplements,500
1017,2025-06-12,D05,Vitamin C Tablets,Supplements,400
1017,2025-06-12,D16,Multivitamin Gummies,Supplements,500
1018,2025-04-11,D14,Baby Lotion,Baby Care,350
1018,2025-04-11,D15,Baby Diapers,Baby Care,1200
1019,2025-04-27,D06,Hand Sanitizer,Hygiene,150
1019,2025-04-27,D07,Face Masks,Hygiene,200
1020,2025-02-24,D09,Aloe Vera Gel,Skincare,350
1020,2025-02-24,D03,Cold & Flu Syrup,Cold Remedy,350
1020,2025-02-24,D01,Paracetamol,Pain Relief,100
1020,2025-02-24,D07,Face Masks,Hygiene,200
1021,2025-06-23,D14,Baby Lotion,Baby Care,350
1021,2025-06-23,D11,Eye Drops,Vision,250
1021,2025-06-23,D12,Bandages,First Aid,150
1022,2025-04-19,D14,Baby Lotion,Baby Care,350
1022,2025-04-19,D15,Baby Diapers,Baby Care,1200
1023,2025-01-18,D03,Cold & Flu Syrup,Cold Remedy,350
1023,2025-01-18,D04,Tissues,Cold Remedy,100
1023,2025-01-18,D05,Vitamin C Tablets,Supplements,400
1024,2025-04-06,D11,Eye Drops,Vision,250
1024,2025-04-06,D09,Aloe Vera Gel,Skincare,350
1024,2025-04-06,D04,Tissues,Cold Remedy,100
1024,2025-04-06,D13,Antiseptic Cream,First Aid,200
1025,2025-05-09,D12,Bandages,First Aid,150
1026,2025-01-20,D12,Bandages,First Aid,150
1026,2025-01-20,D13,Antiseptic Cream,First Aid,200
1027,2025-02-12,D03,Cold & Flu Syrup,Cold Remedy,350
1027,2025-02-12,D04,Tissues,Cold Remedy,100
1028,2025-05-25,D10,Reading Glasses,Vision,600
1028,2025-05-25,D11,Eye Drops,Vision,250
1028,2025-05-25,D06,Hand Sanitizer,Hygiene,150
1028,2025-05-25,D02,Ibuprofen,Pain Relief,150
1029,2025-02-21,D03,Cold & Flu Syrup,Cold Remedy,350
1029,2025-02-21,D04,Tissues,Cold Remedy,100
1030,2025-04-18,D10,Reading Glasses,Vision,600
1030,2025-04-18,D17,Reading Puzzle Book,Stationery/Leisure,300
1031,2025-04-10,D15,Baby Diapers,Baby Care,1200
1031,2025-04-10,D14,Baby Lotion,Baby Care,350
1031,2025-04-10,D03,Cold & Flu Syrup,Cold Remedy,350
1031,2025-04-10,D13,Antiseptic Cream,First Aid,200
1032,2025-01-23,D06,Hand Sanitizer,Hygiene,150
1032,2025-01-23,D07,Face Masks,Hygiene,200
1033,2025-02-22,D16,Multivitamin Gummies,Supplements,500
1034,2025-02-04,D05,Vitamin C Tablets,Supplements,400
1035,2025-06-12,D14,Baby Lotion,Baby Care,350
1035,2025-06-12,D15,Baby Diapers,Baby Care,1200
1036,2025-05-30,D08,Sunscreen SPF50,Skincare,800
1036,2025-05-30,D09,Aloe Vera Gel,Skincare,350
1037,2025-04-27,D13,Antiseptic Cream,First Aid,200
1037,2025-04-27,D06,Hand Sanitizer,Hygiene,150
1037,2025-04-27,D15,Baby Diapers,Baby Care,1200
1038,2025-06-25,D05,Vitamin C Tablets,Supplements,400
1038,2025-06-25,D16,Multivitamin Gummies,Supplements,500
1039,2025-01-21,D12,Bandages,First Aid,150
1039,2025-01-21,D13,Antiseptic Cream,First Aid,200
1040,2025-03-19,D12,Bandages,First Aid,150
1040,2025-03-19,D13,Antiseptic Cream,First Aid,200
1041,2025-03-17,D14,Baby Lotion,Baby Care,350
1042,2025-04-01,D04,Tissues,Cold Remedy,100
1042,2025-04-01,D12,Bandages,First Aid,150
1042,2025-04-01,D01,Paracetamol,Pain Relief,100
1043,2025-06-12,D04,Tissues,Cold Remedy,100
1043,2025-06-12,D15,Baby Diapers,Baby Care,1200
1043,2025-06-12,D10,Reading Glasses,Vision,600
1044,2025-02-27,D12,Bandages,First Aid,150
1044,2025-02-27,D13,Antiseptic Cream,First Aid,200
1045,2025-03-06,D08,Sunscreen SPF50,Skincare,800
1045,2025-03-06,D09,Aloe Vera Gel,Skincare,350
1046,2025-02-18,D02,Ibuprofen,Pain Relief,150
1046,2025-02-18,D10,Reading Glasses,Vision,600
1047,2025-03-04,D05,Vitamin C Tablets,Supplements,400
1047,2025-03-04,D16,Multivitamin Gummies,Supplements,500
1048,2025-01-06,D01,Paracetamol,Pain Relief,100
1048,2025-01-06,D07,Face Masks,Hygiene,200
1048,2025-01-06,D14,Baby Lotion,Baby Care,350
1048,2025-01-06,D08,Sunscreen SPF50,Skincare,800
1049,2025-02-12,D14,Baby Lotion,Baby Care,350
1050,2025-03-01,D12,Bandages,First Aid,150
1050,2025-03-01,D13,Antiseptic Cream,First Aid,200
1050,2025-03-01,D15,Baby Diapers,Baby Care,1200
1051,2025-03-01,D10,Reading Glasses,Vision,600
1052,2025-01-15,D14,Baby Lotion,Baby Care,350
1052,2025-01-15,D15,Baby Diapers,Baby Care,1200
1053,2025-04-20,D08,Sunscreen SPF50,Skincare,800
1053,2025-04-20,D07,Face Masks,Hygiene,200
1054,2025-04-27,D06,Hand Sanitizer,Hygiene,150
1054,2025-04-27,D04,Tissues,Cold Remedy,100
1054,2025-04-27,D09,Aloe Vera Gel,Skincare,350
1054,2025-04-27,D16,Multivitamin Gummies,Supplements,500
1055,2025-05-31,D07,Face Masks,Hygiene,200
1055,2025-05-31,D13,Antiseptic Cream,First Aid,200
1055,2025-05-31,D04,Tissues,Cold Remedy,100
1056,2025-02-04,D05,Vitamin C Tablets,Supplements,400
1056,2025-02-04,D16,Multivitamin Gummies,Supplements,500
1057,2025-06-26,D08,Sunscreen SPF50,Skincare,800
1057,2025-06-26,D09,Aloe Vera Gel,Skincare,350
1058,2025-06-19,D14,Baby Lotion,Baby Care,350
1058,2025-06-19,D15,Baby Diapers,Baby Care,1200
1059,2025-05-16,D14,Baby Lotion,Baby Care,350
1059,2025-05-16,D15,Baby Diapers,Baby Care,1200
1060,2025-06-05,D08,Sunscreen SPF50,Skincare,800
1060,2025-06-05,D09,Aloe Vera Gel,Skincare,350
1061,2025-05-08,D10,Reading Glasses,Vision,600
1061,2025-05-08,D17,Reading Puzzle Book,Stationery/Leisure,300
1061,2025-05-08,D11,Eye Drops,Vision,250
1062,2025-04-25,D13,Antiseptic Cream,First Aid,200
1063,2025-02-26,D17,Reading Puzzle Book,Stationery/Leisure,300
1064,2025-03-30,D10,Reading Glasses,Vision,600
1065,2025-05-09,D12,Bandages,First Aid,150
1065,2025-05-09,D13,Antiseptic Cream,First Aid,200
1066,2025-05-27,D03,Cold & Flu Syrup,Cold Remedy,350
1066,2025-05-27,D04,Tissues,Cold Remedy,100
1067,2025-02-19,D05,Vitamin C Tablets,Supplements,400
1067,2025-02-19,D16,Multivitamin Gummies,Supplements,500
1067,2025-02-19,D07,Face Masks,Hygiene,200
1068,2025-02-15,D12,Bandages,First Aid,150
1068,2025-02-15,D13,Antiseptic Cream,First Aid,200
1069,2025-03-16,D12,Bandages,First Aid,150
1069,2025-03-16,D13,Antiseptic Cream,First Aid,200
1069,2025-03-16,D02,Ibuprofen,Pain Relief,150
1070,2025-05-26,D10,Reading Glasses,Vision,600
1070,2025-05-26,D17,Reading Puzzle Book,Stationery/Leisure,300
1071,2025-05-01,D10,Reading Glasses,Vision,600
1071,2025-05-01,D17,Reading Puzzle Book,Stationery/Leisure,300
1072,2025-05-06,D04,Tissues,Cold Remedy,100
1072,2025-05-06,D15,Baby Diapers,Baby Care,1200
1073,2025-01-01,D12,Bandages,First Aid,150
1073,2025-01-01,D13,Antiseptic Cream,First Aid,200
1074,2025-05-01,D04,Tissues,Cold Remedy,100
1075,2025-06-02,D05,Vitamin C Tablets,Supplements,400
1075,2025-06-02,D16,Multivitamin Gummies,Supplements,500
1076,2025-05-27,D01,Paracetamol,Pain Relief,100
1077,2025-04-13,D11,Eye Drops,Vision,250
1077,2025-04-13,D13,Antiseptic Cream,First Aid,200
1077,2025-04-13,D08,Sunscreen SPF50,Skincare,800
1077,2025-04-13,D12,Bandages,First Aid,150
1078,2025-03-04,D07,Face Masks,Hygiene,200
1079,2025-03-11,D12,Bandages,First Aid,150
1079,2025-03-11,D13,Antiseptic Cream,First Aid,200
1079,2025-03-11,D14,Baby Lotion,Baby Care,350
1080,2025-01-07,D10,Reading Glasses,Vision,600
1081,2025-06-22,D06,Hand Sanitizer,Hygiene,150
1081,2025-06-22,D07,Face Masks,Hygiene,200
1082,2025-01-07,D15,Baby Diapers,Baby Care,1200
1082,2025-01-07,D16,Multivitamin Gummies,Supplements,500
1082,2025-01-07,D04,Tissues,Cold Remedy,100
1083,2025-03-10,D12,Bandages,First Aid,150
1084,2025-01-31,D10,Reading Glasses,Vision,600
1084,2025-01-31,D17,Reading Puzzle Book,Stationery/Leisure,300
1085,2025-06-13,D05,Vitamin C Tablets,Supplements,400
1086,2025-03-19,D10,Reading Glasses,Vision,600
1086,2025-03-19,D17,Reading Puzzle Book,Stationery/Leisure,300
1086,2025-03-19,D11,Eye Drops,Vision,250
1087,2025-05-06,D05,Vitamin C Tablets,Supplements,400
1087,2025-05-06,D16,Multivitamin Gummies,Supplements,500
1088,2025-03-08,D01,Paracetamol,Pain Relief,100
1088,2025-03-08,D16,Multivitamin Gummies,Supplements,500
1088,2025-03-08,D13,Antiseptic Cream,First Aid,200
1089,2025-02-21,D10,Reading Glasses,Vision,600
1089,2025-02-21,D09,Aloe Vera Gel,Skincare,350
1089,2025-02-21,D06,Hand Sanitizer,Hygiene,150
1089,2025-02-21,D12,Bandages,First Aid,150
1090,2025-05-07,D05,Vitamin C Tablets,Supplements,400
1090,2025-05-07,D16,Multivitamin Gummies,Supplements,500
1091,2025-04-05,D06,Hand Sanitizer,Hygiene,150
1091,2025-04-05,D07,Face Masks,Hygiene,200
1092,2025-03-17,D13,Antiseptic Cream,First Aid,200
1092,2025-03-17,D07,Face Masks,Hygiene,200
