account_id,branch_region,account_balance_kes,transactions_per_month,avg_transaction_amount_kes,years_as_customer,digital_banking_usage_score
426,Western,12535.0,21.8,2258.0,1.4,20.423399589594098
427,Rift Valley,49183.0,21.2,4530.0,5.8,45.6881808766712
428,Rift Valley,3725777.0,11.1,97457.0,9.8,53.78980987483193
429,Nairobi,48655.0,11.5,3181.0,4.5,
430,Nairobi,72142.0,22.0,3393.0,3.6,45.40763669872846
431,Rift Valley,52123.0,16.1,4707.0,7.8,7.012114917544871
432,Nairobi,547533.0,19.5,35801.0,4.3,100.0
433,Western,13542.0,1.2,1138.0,6.0,
434,Rift Valley,19430.0,0.3,1348.0,3.3,48.49907084259637
435,Other,13888.0,1.9,969.0,7.6,39.28478434928634
436,Rift Valley,551511.0,10.6,26474.0,10.7,17.062616992028715
437,Other,39213.0,23.1,2739.0,5.4,52.30364210897185
438,Coast,3169724.0,16.5,115413.0,8.0,68.64979086104167
439,Nairobi,616167.0,11.8,30817.0,7.9,65.893812909241
440,Nairobi,12391.0,30.0,1731.0,0.4,80.87990698417818
441,Rift Valley,21498.0,20.6,5194.0,6.8,69.06511917301457
442,Rift Valley,16479.0,1.6,1184.0,2.0,52.14749457522717
443,Rift Valley,39634.0,20.0,1525.0,6.3,94.9227541329461
444,Nairobi,25573.0,50.8,2343.0,0.4,54.771442812223995
445,Coast,18530.0,16.9,3494.0,0.4,81.13522344223027
446,Other,5186976.0,9.6,95585.0,10.1,27.775841343610104
447,Coast,607935.0,15.4,20055.0,6.2,86.66001533009734
448,Western,31241.0,20.7,4142.0,3.2,35.43880192806239
449,Western,33499.0,43.4,826.0,1.6,43.01240967396589
450,Coast,18938.0,1.3,1070.0,6.7,50.2514668186665
451,Western,37398.0,32.5,488.0,1.5,52.06314631323603
452,Nairobi,5024258.0,10.6,134158.0,9.4,58.892277096200125
453,Nairobi,973489.0,12.4,27622.0,6.0,25.94956247027478
454,Rift Valley,611764.0,10.8,12790.0,10.1,50.56177132829217
455,Rift Valley,17791.0,16.5,5308.0,5.9,21.425323742055994
456,Rift Valley,30600.0,2.9,3315.0,4.7,96.59706319070487
457,Western,7803.0,1.2,733.0,6.3,56.13596720404714
458,Rift Valley,388587.0,14.6,14104.0,3.9,66.5221152872658
459,Other,44639.0,40.5,2257.0,1.8,38.351014038713316
460,Other,28090.0,33.9,1205.0,0.2,53.3828629347712
461,Nairobi,21419.0,43.3,1947.0,1.6,42.96689141086115
462,Coast,22394.0,25.0,2677.0,1.2,
463,Nairobi,18296.0,27.9,2011.0,1.6,100.0
464,Rift Valley,16131.0,31.0,2880.0,0.7,50.87461223332539
465,Rift Valley,608100.0,17.0,15619.0,8.2,53.203354224618586
466,Western,23304.0,2.6,1083.0,8.3,94.2618585142036
467,Western,1123193.0,8.0,18104.0,3.9,82.64621961862275
468,Western,4458.0,0.6,1112.0,6.8,63.821003691788995
469,Nairobi,52425.0,14.4,3962.0,3.5,16.230396991953562
470,Coast,4470924.0,0.0,93505.0,11.3,56.64907325200051
471,Nairobi,541452.0,26.6,11660.0,4.8,41.60223431563588
472,Western,760903.0,13.7,25381.0,6.1,59.747679311745266
473,Other,477473.0,15.0,26711.0,4.0,87.96016379637004
474,Nairobi,24716.0,29.4,927.0,2.5,79.7509781158514
475,Nairobi,11677.0,0.2,893.0,9.5,60.40768849975268
476,Nairobi,16446.0,2.2,801.0,8.0,54.309949791036004
477,Nairobi,56006.0,17.7,3273.0,5.2,87.44960626970749
478,Rift Valley,41533.0,29.8,2834.0,3.0,78.44187271945731
479,Nairobi,33628.0,22.1,4393.0,1.2,0.0
480,Western,26311.0,41.5,1323.0,2.4,22.713934326305598
481,Western,16925.0,21.3,1496.0,3.0,33.48203935281875
482,Nairobi,47572.0,12.1,1846.0,5.7,62.49735204990006
483,Coast,51835.0,33.3,814.0,1.1,100.0
484,Western,946238.0,3.1,20697.0,8.0,34.53646034417619
485,Nairobi,22142.0,33.0,2298.0,0.1,68.63244905369933
486,Coast,49777.0,23.8,3231.0,0.1,
487,Coast,666893.0,10.9,30172.0,6.1,45.765951741183315
488,Nairobi,22384.0,36.7,1451.0,0.9,41.882969979740025
489,Rift Valley,1000.0,1.1,1072.0,2.8,29.20586979566272
490,Nairobi,36563.0,29.1,4127.0,5.2,48.472630347256576
491,Western,22981.0,28.4,1975.0,6.2,57.780148637194614
492,Other,3526935.0,6.7,143883.0,13.6,0.0
493,Rift Valley,34422.0,22.9,4822.0,1.5,34.68372462659448
494,Western,48983.0,16.6,3013.0,5.6,63.40779244379288
495,Coast,29319.0,25.2,1593.0,1.7,99.80210351585438
496,Nairobi,33564.0,41.4,2727.0,2.0,29.827907284075852
497,Rift Valley,28861.0,21.1,2903.0,0.1,30.52149729075231
498,Other,27351.0,0.0,1290.0,8.4,71.1368690906279
499,Coast,26313.0,1.2,846.0,6.5,43.44963654572267
500,Nairobi,34212.0,17.9,5327.0,5.9,69.82350638699265
501,Rift Valley,42208.0,19.3,2908.0,2.1,46.040172230266464
502,Nairobi,9449.0,20.0,1722.0,1.6,36.1878165411503
503,Nairobi,14456.0,1.6,407.0,4.4,29.518324014147176
504,Rift Valley,31540.0,30.1,1195.0,0.9,54.97470065419489
505,Other,360998.0,8.0,18090.0,10.3,51.59002750357569
506,Nairobi,43219.0,19.6,2183.0,0.1,32.035582896374635
507,Nairobi,4626114.0,1.1,138832.0,12.2,11.78174647637239
508,Rift Valley,56559.0,14.9,3784.0,7.9,85.44387140992647
509,Coast,38225.0,4.4,3500.0,1.4,58.717483571293265
510,Coast,13741.0,8.8,4427.0,10.5,75.47555288382219
511,Western,18615.0,0.0,875.0,13.7,60.812250662320395
512,Western,60513.0,29.0,4913.0,6.4,45.10480896754574
513,Coast,46804.0,15.1,4961.0,5.7,100.0
514,Nairobi,39967.0,18.7,3383.0,3.4,45.864268343669686
515,Nairobi,36696.0,39.6,2544.0,1.7,38.398444761477805
516,Nairobi,549821.0,15.9,22757.0,11.7,63.58436297027541
517,Nairobi,755398.0,15.3,22795.0,6.2,68.18908264327378
518,Coast,502990.0,20.0,29901.0,6.0,42.07821936863978
519,Nairobi,37444.0,18.1,5777.0,1.1,34.42592042893686
520,Nairobi,52843.0,13.9,4087.0,3.3,82.37065182387656
521,Nairobi,24757.0,17.1,1553.0,0.6,97.509756344284
522,Rift Valley,33946.0,15.2,5645.0,7.3,92.50893299270044
523,Nairobi,764015.0,20.7,34277.0,6.4,36.889089779544605
524,Nairobi,7904.0,1.5,100.0,6.5,90.90190357192508
525,Nairobi,30205.0,17.6,2894.0,2.5,57.71525085287903
526,Coast,1000.0,21.7,5297.0,2.3,40.81620254719821
527,Other,13495.0,0.4,478.0,0.1,100.0
528,Nairobi,43346.0,15.7,3958.0,3.9,27.733134093413128
529,Western,14602.0,27.6,2085.0,1.4,41.81879756053256
530,Coast,318173.0,6.3,20027.0,6.6,21.65459459116667
531,Coast,19400.0,25.7,1496.0,2.5,30.28463571635042
532,Nairobi,45631.0,23.0,1027.0,2.5,
533,Coast,4602925.0,7.6,105699.0,9.8,0.5286123692357734
534,Other,19853.0,17.8,3755.0,0.1,40.94978374165285
535,Nairobi,24812.0,26.2,1399.0,1.8,35.030373983363646
536,Other,53727.0,23.5,4893.0,1.0,44.22671624715721
537,Coast,398340.0,17.7,14181.0,3.4,76.34876684026463
538,Rift Valley,34472.0,9.0,4075.0,4.2,67.78221969757452
539,Nairobi,351702.0,16.0,17444.0,3.0,
540,Rift Valley,33365.0,22.7,1494.0,1.2,31.725138200981977
541,Rift Valley,56537.0,18.9,3200.0,2.1,4.836205666646535
542,Other,637810.0,12.0,23833.0,6.0,43.20950647047277
543,Rift Valley,30843.0,28.4,2152.0,1.0,74.42706319554867
544,Nairobi,36322.0,16.8,4896.0,3.5,66.96517527445845
545,Nairobi,45068.0,21.7,2355.0,0.8,67.5862515566399
546,Nairobi,27908.0,34.2,1456.0,1.2,63.62468627155008
547,Nairobi,30766.0,22.1,4873.0,4.7,84.13142123662625
548,Nairobi,672319.0,13.2,20259.0,6.5,0.0
549,Nairobi,4101136.0,10.7,115495.0,14.5,24.108996879276997
550,Nairobi,43851.0,13.6,4951.0,4.3,91.28341838430507
551,Coast,34783.0,17.8,4793.0,1.5,66.96518284411432
552,Nairobi,903461.0,15.4,21918.0,6.6,66.4937787582405
553,Nairobi,7270.0,1.7,219.0,8.1,100.0
554,Coast,58421.0,10.1,1220.0,8.3,32.720898590918054
555,Nairobi,4653557.0,8.4,108239.0,8.8,62.771032150726995
556,Rift Valley,667125.0,14.6,18492.0,7.4,28.627100106987942
557,Coast,3658222.0,12.5,72578.0,11.1,63.83276442249833
558,Rift Valley,39329.0,26.0,3414.0,6.6,74.75034383863178
559,Western,910242.0,15.6,25799.0,11.3,72.098972512118
560,Other,35737.0,37.1,775.0,0.9,89.21589660730226
561,Rift Valley,359926.0,11.4,18410.0,7.2,14.978846408843339
562,Nairobi,11501.0,33.4,2485.0,1.8,85.08162706452222
563,Coast,37531.0,25.3,3975.0,0.5,55.427114963071745
564,Nairobi,34392.0,12.1,3766.0,6.0,
565,Nairobi,34629.0,22.9,4876.0,3.4,56.9309588184243
566,Rift Valley,8070.0,41.2,1694.0,4.0,72.7727714578219
567,Rift Valley,29862.0,15.4,2129.0,1.6,17.43282203805434
568,Coast,52972.0,16.4,3624.0,2.5,23.72176316830943
569,Western,44036.0,18.6,4856.0,5.3,51.8503573757523
570,Nairobi,687916.0,24.8,21062.0,8.5,41.290088010944785
571,Nairobi,688522.0,10.6,32639.0,1.8,73.95731730791464
572,Rift Valley,18819.0,1.2,518.0,7.0,88.16325347061888
573,Rift Valley,38095.0,37.5,1281.0,1.4,38.34042575581187
574,Coast,56220.0,8.6,1749.0,1.4,55.30965676434091
575,Other,16545.0,31.2,1007.0,0.5,96.75502732880628
576,Nairobi,15795.0,29.1,1584.0,1.8,38.95578854320796
577,Coast,892479.0,12.2,20098.0,19.0,73.93279616045581
578,Western,9367.0,34.7,1834.0,0.1,28.547224115282983
579,Nairobi,7671.0,29.2,431.0,1.4,77.11741633682627
580,Nairobi,14482.0,2.1,513.0,5.4,54.72224207956921
581,Rift Valley,27322.0,16.5,2070.0,1.3,8.979773702527503
582,Coast,28585.0,27.3,1104.0,1.6,20.340319286595374
583,Nairobi,19803.0,20.0,1987.0,1.8,
584,Nairobi,719466.0,19.9,20698.0,7.1,57.49360417818563
585,Other,1000.0,0.7,1203.0,11.3,100.0
586,Nairobi,776554.0,6.4,16725.0,5.5,77.07954617781988
587,Coast,37548.0,14.7,1307.0,1.2,83.35849419677876
588,Western,33067.0,22.1,5693.0,4.4,2.427831452004831
589,Rift Valley,41153.0,37.1,2752.0,1.7,76.28712702161681
590,Other,417372.0,18.7,24170.0,3.7,40.561750879018234
591,Nairobi,33454.0,18.6,1352.0,2.2,84.36543618211311
592,Coast,3830929.0,6.6,106960.0,5.0,32.77627412460512
593,Nairobi,39201.0,14.6,3469.0,5.4,33.319829568431146
594,Other,39870.0,17.1,3724.0,0.1,35.01189903170004
595,Coast,43345.0,21.6,4685.0,3.5,100.0
596,Other,14642.0,40.6,220.0,2.2,48.368101664181744
597,Nairobi,55247.0,16.5,2925.0,3.5,32.366814080427474
598,Coast,35392.0,0.9,871.0,0.7,100.0
599,Nairobi,4671958.0,7.2,52463.0,3.8,100.0
600,Nairobi,32061.0,13.8,4801.0,4.2,39.8745263835955
601,Other,2201.0,28.3,2744.0,0.6,57.944672611444176
602,Nairobi,46156.0,17.5,2081.0,2.2,43.13102603324484
603,Rift Valley,25905.0,25.1,2857.0,2.1,
604,Nairobi,11390.0,0.3,914.0,4.9,55.70942307218035
605,Nairobi,14198.0,1.3,1261.0,8.7,0.5798383394018316
606,Nairobi,33593.0,17.6,3824.0,6.7,100.0
607,Western,741141.0,7.8,30718.0,6.0,78.81156404917952
608,Nairobi,24362.0,31.2,2798.0,0.5,62.04634496337113
609,Nairobi,52704.0,28.7,2250.0,0.7,64.24581594604783
610,Western,66096.0,32.0,1579.0,6.8,28.74436460442229
611,Rift Valley,16524.0,1.6,1434.0,10.4,42.17183963887923
612,Other,5709215.0,8.2,63088.0,10.1,36.759569475392794
613,Nairobi,39149.0,18.6,1379.0,2.5,78.78056783297052
614,Coast,38511.0,13.7,2234.0,1.1,14.015086360359916
615,Coast,39879.0,20.8,5838.0,0.1,0.0
616,Rift Valley,21842.0,17.5,2054.0,1.7,42.55061090533118
617,Other,60013.0,12.3,3549.0,0.1,63.598751927229564
618,Western,14162.0,1.1,1125.0,2.6,47.72614223811497
619,Western,44662.0,17.8,4679.0,4.7,24.34017388454349
620,Rift Valley,35539.0,46.7,1316.0,0.1,69.93710366774674
621,Western,738518.0,22.6,22867.0,10.6,78.49909960117508
622,Coast,32037.0,26.1,1205.0,2.4,58.94096111687019
623,Rift Valley,58810.0,9.3,3067.0,0.1,17.77659351781329
624,Nairobi,39277.0,30.7,2162.0,3.2,97.23110074334636
625,Coast,645439.0,8.9,19264.0,3.3,13.933487957067499
626,Nairobi,61073.0,23.8,2800.0,2.2,69.88302334096332
627,Other,24053.0,16.0,2920.0,2.3,47.01566817426718
628,Rift Valley,23793.0,40.8,1919.0,0.1,63.50705744907182
629,Western,2572356.0,3.1,107375.0,13.3,26.998948635157785
630,Rift Valley,3634067.0,6.5,49956.0,4.6,19.82146447027617
631,Nairobi,61785.0,19.0,3740.0,6.9,48.216805540632606
632,Nairobi,410687.0,17.6,28243.0,6.0,61.997597355982506
633,Coast,24712.0,1.0,767.0,1.9,
634,Other,48599.0,8.2,5741.0,0.6,29.97201631571363
635,Western,18794.0,19.3,842.0,0.1,49.937916435681444
636,Coast,19589.0,1.1,1610.0,6.3,37.62733916396865
637,Rift Valley,9956.0,37.4,1782.0,1.5,58.42366186428295
638,Nairobi,698270.0,14.0,29553.0,8.4,59.37426701113598
639,Rift Valley,46761.0,19.5,5790.0,5.1,70.44589763984062
640,Coast,6506.0,15.7,1642.0,6.2,63.309623088013524
641,Rift Valley,32170.0,20.0,6925.0,2.6,
642,Western,33574.0,16.9,2252.0,4.1,100.0
643,Nairobi,47387.0,20.3,2935.0,7.7,58.2282306952806
644,Nairobi,31340.0,12.3,4196.0,8.0,71.34570245138798
645,Nairobi,31119.0,18.4,2397.0,1.0,49.034065455001404
646,Rift Valley,989269.0,17.1,15793.0,5.2,27.61271269258981
647,Coast,18376.0,36.8,2607.0,0.8,50.72067189542553
648,Coast,461852.0,21.9,14824.0,9.7,63.44627311593257
649,Other,38531.0,14.7,4196.0,6.6,79.43334947963702
650,Nairobi,658241.0,11.4,19083.0,6.9,43.59529070392215
651,Nairobi,12429.0,14.7,2540.0,0.5,73.55999187343136
652,Western,22148.0,0.7,1001.0,4.7,22.919150203036644
653,Western,4896454.0,9.1,123237.0,7.8,52.393310059279564
654,Rift Valley,37495.0,24.5,3800.0,5.0,58.79031065232756
655,Rift Valley,13162.0,0.4,456.0,5.9,65.28404569807867
656,Rift Valley,48749.0,25.3,1421.0,0.4,42.243756288103214
657,Nairobi,42403.0,40.1,1280.0,0.3,
658,Nairobi,30863.0,16.0,4897.0,6.0,40.679157959816905
659,Rift Valley,47955.0,28.6,2004.0,1.9,95.38496565643686
660,Coast,3493311.0,6.6,86219.0,5.0,54.39199735216899
661,Nairobi,12751.0,1.2,344.0,4.6,48.45205205060001
662,Coast,660203.0,10.8,19839.0,10.8,9.109340366952232
663,Nairobi,33013.0,35.7,2086.0,0.8,79.11727642594224
664,Western,16513.0,1.1,468.0,5.6,42.33297290025947
665,Western,5083765.0,4.8,97312.0,6.4,24.36988204572029
666,Nairobi,550899.0,9.3,16388.0,3.2,69.94067981299595
667,Nairobi,50381.0,23.1,4022.0,4.8,55.816893898259494
668,Coast,30505.0,24.8,3363.0,2.2,94.16834629727992
669,Nairobi,43790.0,20.5,1948.0,0.1,47.74616685995394
670,Rift Valley,23825.0,17.3,6022.0,1.1,55.07158951442648
671,Rift Valley,980430.0,14.4,17866.0,7.9,0.0
672,Coast,704270.0,18.3,13380.0,10.8,25.885035885251057
673,Nairobi,5566904.0,5.4,103517.0,9.5,0.0
674,Other,29492.0,18.4,1970.0,3.4,71.55912445381333
675,Rift Valley,36500.0,26.3,1333.0,2.4,62.51396599066365
676,Nairobi,28946.0,34.2,1377.0,0.8,54.53501026262337
677,Nairobi,46857.0,19.1,2612.0,4.2,15.958008555472496
678,Other,3415416.0,4.2,104192.0,9.8,40.516087080342984
679,Other,10042.0,1.1,1189.0,4.3,30.308291390501385
680,Nairobi,398015.0,7.1,16672.0,8.2,52.780919652179534
681,Other,13371.0,24.9,1841.0,1.3,42.08120476992575
682,Other,582967.0,18.1,19788.0,6.2,55.247683093335176
683,Other,49486.0,24.5,5011.0,2.0,32.59878125423043
684,Rift Valley,30329.0,17.0,5404.0,4.0,40.68872646280465
685,Coast,66234.0,9.4,4810.0,1.6,25.318497827456213
686,Nairobi,39404.0,22.9,4463.0,0.1,38.70921752064484
687,Other,634121.0,14.5,24874.0,4.0,62.84915780959802
688,Rift Valley,46955.0,5.4,5842.0,3.6,45.15382874334056
689,Coast,31113.0,17.2,2669.0,2.3,52.52659001605792
690,Rift Valley,29343.0,21.1,2501.0,1.8,57.80450062200232
691,Nairobi,25275.0,26.8,1060.0,1.8,79.25709087297389
692,Rift Valley,46462.0,28.7,1674.0,0.5,34.85263273779612
693,Western,30930.0,27.7,1552.0,1.6,60.827396033776076
694,Nairobi,11784.0,0.3,545.0,7.8,17.202568110974774
695,Western,45189.0,7.9,3737.0,5.2,94.32915211190698
696,Western,4932825.0,8.3,126170.0,3.3,68.60541979000406
697,Other,19107.0,1.3,723.0,4.7,48.75522845087824
698,Nairobi,913798.0,3.8,18308.0,7.2,59.04379117612223
699,Nairobi,43244.0,46.0,1743.0,1.9,22.687704671901265
700,Rift Valley,10139.0,1.3,1180.0,0.1,76.6809289980466
